code,country,year,hospital_stay_length
ISL,Iceland,2019,15.4
ISL,Iceland,2019,11.8
ISL,Iceland,2019,3.9
ISL,Iceland,2019,4.3
ISL,Iceland,2019,11.2
ISL,Iceland,2019,2.2
ISL,Iceland,2019,3.6
ISL,Iceland,2019,2.3
ISL,Iceland,2019,1.6
ISL,Iceland,2019,2.8
ISL,Iceland,2019,2.4
ISL,Iceland,2019,1.7
ISL,Iceland,2019,1.9
ISL,Iceland,2019,1.2
ISL,Iceland,2019,1.2
ISL,Iceland,2019,2.2
ISL,Iceland,2019,2.8
ISL,Iceland,2019,1.9
ISL,Iceland,2019,5.7
ISL,Iceland,2019,1.8
ISL,Iceland,2019,3.9
ISL,Iceland,2019,11.1
ISL,Iceland,2019,1.9
ISL,Iceland,2019,5.1
ISL,Iceland,2019,3.3
ISL,Iceland,2019,6.5
ISL,Iceland,2019,5.2
ISL,Iceland,2019,8.5
ISL,Iceland,2019,4.1
ISL,Iceland,2019,3.6
ISL,Iceland,2019,7.9
ISL,Iceland,2019,9.4
ISL,Iceland,2019,8.7
ISL,Iceland,2019,3.6
ISL,Iceland,2019,5.6
ISL,Iceland,2019,9.4
ISL,Iceland,2019,4.6
ISL,Iceland,2019,2.7
ISL,Iceland,2019,2.9
ISL,Iceland,2019,10.1
ISL,Iceland,2019,7.1
ISL,Iceland,2019,4.3
ISL,Iceland,2019,8.7
ISL,Iceland,2019,7.3
ISL,Iceland,2019,5.3
ISL,Iceland,2019,10.5
ISL,Iceland,2019,3.5
ISL,Iceland,2019,8.7
ISL,Iceland,2019,7.6
ISL,Iceland,2019,4.7
ISL,Iceland,2019,4.5
ISL,Iceland,2019,10.2
ISL,Iceland,2019,4.5
ISL,Iceland,2019,1.0
ISL,Iceland,2019,4.6
ISL,Iceland,2019,9.1
ISL,Iceland,2019,24.2
ISL,Iceland,2019,7.1
ISL,Iceland,2019,3.3
ISL,Iceland,2019,7.5
ISL,Iceland,2019,7.4
ISL,Iceland,2019,17.2
ISL,Iceland,2019,12.2
ISL,Iceland,2019,9.0
ISL,Iceland,2019,8.1
ISL,Iceland,2019,4.7
ISL,Iceland,2019,11.2
ISL,Iceland,2019,24.9
ISL,Iceland,2019,4.9
ISL,Iceland,2019,5.5
ISL,Iceland,2019,5.7
ISL,Iceland,2019,4.9
ISL,Iceland,2019,5.4
ISL,Iceland,2019,9.0
ISL,Iceland,2019,5.0
ISL,Iceland,2019,5.5
ISL,Iceland,2019,1.9
ISL,Iceland,2019,4.6
ISL,Iceland,2019,9.6
ISL,Iceland,2019,11.1
ISL,Iceland,2019,8.7
ISL,Iceland,2019,8.0
ISL,Iceland,2019,7.3
ISL,Iceland,2019,7.6
ISL,Iceland,2019,6.9
ISL,Iceland,2019,10.0
ISL,Iceland,2019,7.0
ISL,Iceland,2019,2.7
ISL,Iceland,2019,7.0
ISL,Iceland,2019,8.4
ISL,Iceland,2019,11.3
ISL,Iceland,2019,6.8
ISL,Iceland,2019,6.1
ISL,Iceland,2019,5.9
ISL,Iceland,2019,6.3
ISL,Iceland,2019,1.4
ISL,Iceland,2019,4.1
ISL,Iceland,2019,7.4
ISL,Iceland,2019,7.8
ISL,Iceland,2019,8.0
ISL,Iceland,2019,3.3
ISL,Iceland,2019,3.9
ISL,Iceland,2019,11.3
ISL,Iceland,2019,6.2
ISL,Iceland,2019,8.1
ISL,Iceland,2019,7.9
ISL,Iceland,2019,3.1
ISL,Iceland,2019,8.1
ISL,Iceland,2019,8.1
ISL,Iceland,2019,4.8
ISL,Iceland,2019,5.3
ISL,Iceland,2019,5.3
ISL,Iceland,2019,2.2
ISL,Iceland,2019,2.9
ISL,Iceland,2019,6.4
ISL,Iceland,2019,1.4
ISR,Israel,2000,6.1
ISR,Israel,2000,4.9
ISR,Israel,2000,7.2
ISR,Israel,2000,7.3
ISR,Israel,2000,6.0
ISR,Israel,2000,9.0
ISR,Israel,2000,4.9
ISR,Israel,2000,5.0
ISR,Israel,2000,7.4
ISR,Israel,2000,4.7
ISR,Israel,2000,7.6
ISR,Israel,2000,10.4
ISR,Israel,2000,2.5
ISR,Israel,2000,32.8
ISR,Israel,2000,12.3
ISR,Israel,2000,18.9
ISR,Israel,2000,5.0
ISR,Israel,2000,6.0
ISR,Israel,2000,11.0
ISR,Israel,2000,2.0
ISR,Israel,2000,4.1
ISR,Israel,2000,3.8
ISR,Israel,2000,6.5
ISR,Israel,2000,4.3
ISR,Israel,2000,15.4
ISR,Israel,2000,3.1
ISR,Israel,2000,13.0
ISR,Israel,2000,12.5
ISR,Israel,2000,8.1
ISR,Israel,2000,15.5
ISR,Israel,2000,296.1
ISR,Israel,2000,63.9
ISR,Israel,2000,114.6
ISR,Israel,2000,204.9
ISR,Israel,2000,260.3
ISR,Israel,2000,19.0
ISR,Israel,2000,22.0
ISR,Israel,2000,5.6
ISR,Israel,2000,5.8
ISR,Israel,2000,7.8
ISR,Israel,2000,4.9
ISR,Israel,2000,5.8
ISR,Israel,2000,4.7
ISR,Israel,2000,4.2
ISR,Israel,2000,9.2
ISR,Israel,2000,4.0
ISR,Israel,2000,7.7
ISR,Israel,2000,4.9
ISR,Israel,2000,6.9
ISR,Israel,2000,8.8
ISR,Israel,2000,5.3
ISR,Israel,2000,10.4
ISR,Israel,2000,8.9
ISR,Israel,2000,2.7
ISR,Israel,2000,6.3
ISR,Israel,2000,7.9
ISR,Israel,2000,10.0
ISR,Israel,2000,6.3
ISR,Israel,2000,7.8
ISR,Israel,2000,6.9
ISR,Israel,2000,6.5
ISR,Israel,2000,5.2
ISR,Israel,2000,7.2
ISR,Israel,2000,7.7
ISR,Israel,2000,4.0
ISR,Israel,2000,7.5
ISR,Israel,2000,6.4
ISR,Israel,2000,2.7
ISR,Israel,2000,7.5
ISR,Israel,2000,3.7
ISR,Israel,2000,7.2
ISR,Israel,2000,2.9
ISR,Israel,2000,5.9
ISR,Israel,2000,4.3
ISR,Israel,2000,7.8
ISR,Israel,2000,7.1
ISR,Israel,2000,6.8
ISR,Israel,2000,2.7
ISR,Israel,2000,3.9
ISR,Israel,2000,11.9
ISR,Israel,2000,28.8
ISR,Israel,2000,3.5
ISR,Israel,2000,2.9
ISR,Israel,2000,5.4
ISR,Israel,2000,3.7
ISR,Israel,2000,2.3
ISR,Israel,2000,1.9
ISR,Israel,2000,4.2
ISR,Israel,2000,3.7
ISR,Israel,2000,2.7
ISR,Israel,2000,3.7
ISR,Israel,2000,3.4
ISR,Israel,2000,6.1
ISR,Israel,2000,5.5
ISR,Israel,2000,3.0
ISR,Israel,2000,2.2
ISR,Israel,2000,5.6
ISR,Israel,2000,7.9
ISR,Israel,2000,3.6
ISR,Israel,2000,4.7
ISR,Israel,2000,4.1
ISR,Israel,2000,5.4
ISR,Israel,2000,4.1
ISR,Israel,2000,2.0
ISR,Israel,2000,3.0
ISR,Israel,2000,3.6
ISR,Israel,2000,5.8
ISR,Israel,2000,7.1
ISR,Israel,2000,3.5
ISR,Israel,2000,8.6
ISR,Israel,2000,4.4
ISR,Israel,2000,4.2
ISR,Israel,2000,1.5
ISR,Israel,2000,2.7
ISR,Israel,2000,5.6
ISR,Israel,2000,6.6
ISR,Israel,2000,5.0
ISR,Israel,2000,2.9
ISR,Israel,2000,6.1
ISR,Israel,2000,13.6
ISR,Israel,2000,8.6
ISR,Israel,2000,1.8
ISR,Israel,2000,5.1
ISR,Israel,2000,9.8
ISR,Israel,2000,4.2
ISR,Israel,2000,6.5
ISR,Israel,2000,3.8
ISR,Israel,2000,3.2
ISR,Israel,2000,7.9
ISR,Israel,2000,23.2
ISR,Israel,2000,23.2
ISR,Israel,2000,2.3
ISR,Israel,2000,14.8
ISR,Israel,2000,5.2
ISR,Israel,2000,5.8
ISR,Israel,2000,3.1
ISR,Israel,2000,6.9
ISR,Israel,2000,3.1
ISR,Israel,2000,8.8
ISR,Israel,2000,2.4
ISR,Israel,2000,8.0
ISR,Israel,2000,10.1
ISR,Israel,2000,15.3
ISR,Israel,2000,6.3
ISR,Israel,2000,4.9
ISR,Israel,2000,6.2
ISR,Israel,2000,6.3
ISR,Israel,2000,2.9
ISR,Israel,2000,3.1
ISR,Israel,2000,2.7
ISR,Israel,2000,50.4
ISR,Israel,2001,5.8
ISR,Israel,2001,4.9
ISR,Israel,2001,8.5
ISR,Israel,2001,7.3
ISR,Israel,2001,6.3
ISR,Israel,2001,7.8
ISR,Israel,2001,5.5
ISR,Israel,2001,4.5
ISR,Israel,2001,6.9
ISR,Israel,2001,4.4
ISR,Israel,2001,7.3
ISR,Israel,2001,11.3
ISR,Israel,2001,2.4
ISR,Israel,2001,38.8
ISR,Israel,2001,12.9
ISR,Israel,2001,22.3
ISR,Israel,2001,4.6
ISR,Israel,2001,5.9
ISR,Israel,2001,7.7
ISR,Israel,2001,1.9
ISR,Israel,2001,3.9
ISR,Israel,2001,3.7
ISR,Israel,2001,6.2
ISR,Israel,2001,4.2
ISR,Israel,2001,14.2
ISR,Israel,2001,2.9
ISR,Israel,2001,10.3
ISR,Israel,2001,9.8
ISR,Israel,2001,8.2
ISR,Israel,2001,5.4
ISR,Israel,2001,14.4
ISR,Israel,2001,134.5
ISR,Israel,2001,41.8
ISR,Israel,2001,53.5
ISR,Israel,2001,94.4
ISR,Israel,2001,95.5
ISR,Israel,2001,8.6
ISR,Israel,2001,5.6
ISR,Israel,2001,5.5
ISR,Israel,2001,7.2
ISR,Israel,2001,4.7
ISR,Israel,2001,5.3
ISR,Israel,2001,4.6
ISR,Israel,2001,4.1
ISR,Israel,2001,9.0
ISR,Israel,2001,4.6
ISR,Israel,2001,7.2
ISR,Israel,2001,4.8
ISR,Israel,2001,7.2
ISR,Israel,2001,7.2
ISR,Israel,2001,5.3
ISR,Israel,2001,9.8
ISR,Israel,2001,9.4
ISR,Israel,2001,2.4
ISR,Israel,2001,6.1
ISR,Israel,2001,8.0
ISR,Israel,2001,9.7
ISR,Israel,2001,6.2
ISR,Israel,2001,8.5
ISR,Israel,2001,7.0
ISR,Israel,2001,6.5
ISR,Israel,2001,5.1
ISR,Israel,2001,5.8
ISR,Israel,2001,7.4
ISR,Israel,2001,3.6
ISR,Israel,2001,7.2
ISR,Israel,2001,6.6
ISR,Israel,2001,2.5
ISR,Israel,2001,8.0
ISR,Israel,2001,3.8
ISR,Israel,2001,7.7
ISR,Israel,2001,2.8
ISR,Israel,2001,6.1
ISR,Israel,2001,4.0
ISR,Israel,2001,7.8
ISR,Israel,2001,6.8
ISR,Israel,2001,6.6
ISR,Israel,2001,2.6
ISR,Israel,2001,4.0
ISR,Israel,2001,11.7
ISR,Israel,2001,26.1
ISR,Israel,2001,3.5
ISR,Israel,2001,2.9
ISR,Israel,2001,5.1
ISR,Israel,2001,3.8
ISR,Israel,2001,3.3
ISR,Israel,2001,2.2
ISR,Israel,2001,1.8
ISR,Israel,2001,4.1
ISR,Israel,2001,3.7
ISR,Israel,2001,2.8
ISR,Israel,2001,3.4
ISR,Israel,2001,6.0
ISR,Israel,2001,5.2
ISR,Israel,2001,3.2
ISR,Israel,2001,2.3
ISR,Israel,2001,5.3
ISR,Israel,2001,7.7
ISR,Israel,2001,3.6
ISR,Israel,2001,4.5
ISR,Israel,2001,4.1
ISR,Israel,2001,4.9
ISR,Israel,2001,3.8
ISR,Israel,2001,1.9
ISR,Israel,2001,3.0
ISR,Israel,2001,3.6
ISR,Israel,2001,5.1
ISR,Israel,2001,6.8
ISR,Israel,2001,3.4
ISR,Israel,2001,8.3
ISR,Israel,2001,4.2
ISR,Israel,2001,4.1
ISR,Israel,2001,1.5
ISR,Israel,2001,2.6
ISR,Israel,2001,5.7
ISR,Israel,2001,6.1
ISR,Israel,2001,4.8
ISR,Israel,2001,2.7
ISR,Israel,2001,5.8
ISR,Israel,2001,13.4
ISR,Israel,2001,8.4
ISR,Israel,2001,1.5
ISR,Israel,2001,4.8
ISR,Israel,2001,10.0
ISR,Israel,2001,3.9
ISR,Israel,2001,6.1
ISR,Israel,2001,4.1
ISR,Israel,2001,3.1
ISR,Israel,2001,7.6
ISR,Israel,2001,24.6
ISR,Israel,2001,24.6
ISR,Israel,2001,2.2
ISR,Israel,2001,13.7
ISR,Israel,2001,4.7
ISR,Israel,2001,6.6
ISR,Israel,2001,2.7
ISR,Israel,2001,7.1
ISR,Israel,2001,3.7
ISR,Israel,2001,9.5
ISR,Israel,2001,2.5
ISR,Israel,2001,8.1
ISR,Israel,2001,8.3
ISR,Israel,2001,14.8
ISR,Israel,2001,5.9
ISR,Israel,2001,5.0
ISR,Israel,2001,6.3
ISR,Israel,2001,8.8
ISR,Israel,2001,3.0
ISR,Israel,2001,2.9
ISR,Israel,2001,2.7
ISR,Israel,2001,50.8
ISR,Israel,2002,5.7
ISR,Israel,2002,4.7
ISR,Israel,2002,7.4
ISR,Israel,2002,7.4
ISR,Israel,2002,6.3
ISR,Israel,2002,8.7
ISR,Israel,2002,4.6
ISR,Israel,2002,4.7
ISR,Israel,2002,6.7
ISR,Israel,2002,25.1
ISR,Israel,2002,4.5
ISR,Israel,2002,7.3
ISR,Israel,2002,10.7
ISR,Israel,2002,2.5
ISR,Israel,2002,48.3
ISR,Israel,2002,11.4
ISR,Israel,2002,4.5
ISR,Israel,2002,5.8
ISR,Israel,2002,7.7
ISR,Israel,2002,2.0
ISR,Israel,2002,4.1
ISR,Israel,2002,4.1
ISR,Israel,2002,6.1
ISR,Israel,2002,4.0
ISR,Israel,2002,13.3
ISR,Israel,2002,3.1
ISR,Israel,2002,9.8
ISR,Israel,2002,10.8
ISR,Israel,2002,8.0
ISR,Israel,2002,5.2
ISR,Israel,2002,32.4
ISR,Israel,2002,131.7
ISR,Israel,2002,42.3
ISR,Israel,2002,46.5
ISR,Israel,2002,92.1
ISR,Israel,2002,96.3
ISR,Israel,2002,8.5
ISR,Israel,2002,5.6
ISR,Israel,2002,5.4
ISR,Israel,2002,7.2
ISR,Israel,2002,4.6
ISR,Israel,2002,5.3
ISR,Israel,2002,4.8
ISR,Israel,2002,4.4
ISR,Israel,2002,9.1
ISR,Israel,2002,3.5
ISR,Israel,2002,6.8
ISR,Israel,2002,4.8
ISR,Israel,2002,6.2
ISR,Israel,2002,6.4
ISR,Israel,2002,5.1
ISR,Israel,2002,9.2
ISR,Israel,2002,8.9
ISR,Israel,2002,2.3
ISR,Israel,2002,6.0
ISR,Israel,2002,5.0
ISR,Israel,2002,8.3
ISR,Israel,2002,12.6
ISR,Israel,2002,5.9
ISR,Israel,2002,7.4
ISR,Israel,2002,6.7
ISR,Israel,2002,7.0
ISR,Israel,2002,8.1
ISR,Israel,2002,7.0
ISR,Israel,2002,3.6
ISR,Israel,2002,7.2
ISR,Israel,2002,6.0
ISR,Israel,2002,2.5
ISR,Israel,2002,7.4
ISR,Israel,2002,3.6
ISR,Israel,2002,7.4
ISR,Israel,2002,2.6
ISR,Israel,2002,6.1
ISR,Israel,2002,4.0
ISR,Israel,2002,8.4
ISR,Israel,2002,6.5
ISR,Israel,2002,6.5
ISR,Israel,2002,2.4
ISR,Israel,2002,3.9
ISR,Israel,2002,11.7
ISR,Israel,2002,25.8
ISR,Israel,2002,3.5
ISR,Israel,2002,2.8
ISR,Israel,2002,5.0
ISR,Israel,2002,3.9
ISR,Israel,2002,3.3
ISR,Israel,2002,2.1
ISR,Israel,2002,1.8
ISR,Israel,2002,4.0
ISR,Israel,2002,3.8
ISR,Israel,2002,2.6
ISR,Israel,2002,3.3
ISR,Israel,2002,6.0
ISR,Israel,2002,5.2
ISR,Israel,2002,3.0
ISR,Israel,2002,2.2
ISR,Israel,2002,5.1
ISR,Israel,2002,7.9
ISR,Israel,2002,3.5
ISR,Israel,2002,4.8
ISR,Israel,2002,4.3
ISR,Israel,2002,5.0
ISR,Israel,2002,3.9
ISR,Israel,2002,1.9
ISR,Israel,2002,2.9
ISR,Israel,2002,3.5
ISR,Israel,2002,4.7
ISR,Israel,2002,6.8
ISR,Israel,2002,3.5
ISR,Israel,2002,8.4
ISR,Israel,2002,4.1
ISR,Israel,2002,4.1
ISR,Israel,2002,1.5
ISR,Israel,2002,2.5
ISR,Israel,2002,5.5
ISR,Israel,2002,6.2
ISR,Israel,2002,4.9
ISR,Israel,2002,2.8
ISR,Israel,2002,6.0
ISR,Israel,2002,12.8
ISR,Israel,2002,7.4
ISR,Israel,2002,1.6
ISR,Israel,2002,4.7
ISR,Israel,2002,8.7
ISR,Israel,2002,4.0
ISR,Israel,2002,6.1
ISR,Israel,2002,4.2
ISR,Israel,2002,2.9
ISR,Israel,2002,7.5
ISR,Israel,2002,23.2
ISR,Israel,2002,23.2
ISR,Israel,2002,1.9
ISR,Israel,2002,13.0
ISR,Israel,2002,4.7
ISR,Israel,2002,7.0
ISR,Israel,2002,2.7
ISR,Israel,2002,7.2
ISR,Israel,2002,3.1
ISR,Israel,2002,9.5
ISR,Israel,2002,2.3
ISR,Israel,2002,8.2
ISR,Israel,2002,7.5
ISR,Israel,2002,14.8
ISR,Israel,2002,5.9
ISR,Israel,2002,5.1
ISR,Israel,2002,6.3
ISR,Israel,2002,9.1
ISR,Israel,2002,2.9
ISR,Israel,2002,3.1
ISR,Israel,2002,2.6
ISR,Israel,2002,50.6
ISR,Israel,2003,6.0
ISR,Israel,2003,4.6
ISR,Israel,2003,6.6
ISR,Israel,2003,7.4
ISR,Israel,2003,6.8
ISR,Israel,2003,9.9
ISR,Israel,2003,5.1
ISR,Israel,2003,4.1
ISR,Israel,2003,8.3
ISR,Israel,2003,18.6
ISR,Israel,2003,4.5
ISR,Israel,2003,7.6
ISR,Israel,2003,11.2
ISR,Israel,2003,2.4
ISR,Israel,2003,44.9
ISR,Israel,2003,12.3
ISR,Israel,2003,4.3
ISR,Israel,2003,6.1
ISR,Israel,2003,7.6
ISR,Israel,2003,2.0
ISR,Israel,2003,4.0
ISR,Israel,2003,3.7
ISR,Israel,2003,6.1
ISR,Israel,2003,4.0
ISR,Israel,2003,13.7
ISR,Israel,2003,3.1
ISR,Israel,2003,10.0
ISR,Israel,2003,45.0
ISR,Israel,2003,6.6
ISR,Israel,2003,5.2
ISR,Israel,2003,13.8
ISR,Israel,2003,120.5
ISR,Israel,2003,45.6
ISR,Israel,2003,55.1
ISR,Israel,2003,90.0
ISR,Israel,2003,160.7
ISR,Israel,2003,12.4
ISR,Israel,2003,5.7
ISR,Israel,2003,5.4
ISR,Israel,2003,6.5
ISR,Israel,2003,4.9
ISR,Israel,2003,5.5
ISR,Israel,2003,4.5
ISR,Israel,2003,4.0
ISR,Israel,2003,9.5
ISR,Israel,2003,3.4
ISR,Israel,2003,7.4
ISR,Israel,2003,4.7
ISR,Israel,2003,5.9
ISR,Israel,2003,7.0
ISR,Israel,2003,5.5
ISR,Israel,2003,9.0
ISR,Israel,2003,8.5
ISR,Israel,2003,2.3
ISR,Israel,2003,4.9
ISR,Israel,2003,5.2
ISR,Israel,2003,7.7
ISR,Israel,2003,9.9
ISR,Israel,2003,5.8
ISR,Israel,2003,7.9
ISR,Israel,2003,7.2
ISR,Israel,2003,6.6
ISR,Israel,2003,8.2
ISR,Israel,2003,7.6
ISR,Israel,2003,3.7
ISR,Israel,2003,7.3
ISR,Israel,2003,6.2
ISR,Israel,2003,2.7
ISR,Israel,2003,7.1
ISR,Israel,2003,3.6
ISR,Israel,2003,7.6
ISR,Israel,2003,2.6
ISR,Israel,2003,6.3
ISR,Israel,2003,4.1
ISR,Israel,2003,7.9
ISR,Israel,2003,6.3
ISR,Israel,2003,6.5
ISR,Israel,2003,2.4
ISR,Israel,2003,4.0
ISR,Israel,2003,11.5
ISR,Israel,2003,28.7
ISR,Israel,2003,3.4
ISR,Israel,2003,2.8
ISR,Israel,2003,4.9
ISR,Israel,2003,4.3
ISR,Israel,2003,3.3
ISR,Israel,2003,2.1
ISR,Israel,2003,1.9
ISR,Israel,2003,3.9
ISR,Israel,2003,3.9
ISR,Israel,2003,3.1
ISR,Israel,2003,3.4
ISR,Israel,2003,5.8
ISR,Israel,2003,5.2
ISR,Israel,2003,3.2
ISR,Israel,2003,2.4
ISR,Israel,2003,5.2
ISR,Israel,2003,7.1
ISR,Israel,2003,3.5
ISR,Israel,2003,4.5
ISR,Israel,2003,4.0
ISR,Israel,2003,5.0
ISR,Israel,2003,4.0
ISR,Israel,2003,1.9
ISR,Israel,2003,2.9
ISR,Israel,2003,3.6
ISR,Israel,2003,4.9
ISR,Israel,2003,7.1
ISR,Israel,2003,5.4
ISR,Israel,2003,3.3
ISR,Israel,2003,8.7
ISR,Israel,2003,4.2
ISR,Israel,2003,4.2
ISR,Israel,2003,1.6
ISR,Israel,2003,2.6
ISR,Israel,2003,6.1
ISR,Israel,2003,4.9
ISR,Israel,2003,2.8
ISR,Israel,2003,5.8
ISR,Israel,2003,12.3
ISR,Israel,2003,7.0
ISR,Israel,2003,1.5
ISR,Israel,2003,4.7
ISR,Israel,2003,9.0
ISR,Israel,2003,4.0
ISR,Israel,2003,6.2
ISR,Israel,2003,4.7
ISR,Israel,2003,2.8
ISR,Israel,2003,7.4
ISR,Israel,2003,24.5
ISR,Israel,2003,24.5
ISR,Israel,2003,2.0
ISR,Israel,2003,12.8
ISR,Israel,2003,4.7
ISR,Israel,2003,6.3
ISR,Israel,2003,2.9
ISR,Israel,2003,7.1
ISR,Israel,2003,5.9
ISR,Israel,2003,9.2
ISR,Israel,2003,2.4
ISR,Israel,2003,7.7
ISR,Israel,2003,6.9
ISR,Israel,2003,15.7
ISR,Israel,2003,5.9
ISR,Israel,2003,4.7
ISR,Israel,2003,6.2
ISR,Israel,2003,9.1
ISR,Israel,2003,2.9
ISR,Israel,2003,3.1
ISR,Israel,2003,2.7
ISR,Israel,2003,49.5
ISR,Israel,2004,6.5
ISR,Israel,2004,4.4
ISR,Israel,2004,6.6
ISR,Israel,2004,6.9
ISR,Israel,2004,5.8
ISR,Israel,2004,9.2
ISR,Israel,2004,4.5
ISR,Israel,2004,4.3
ISR,Israel,2004,6.9
ISR,Israel,2004,24.5
ISR,Israel,2004,4.6
ISR,Israel,2004,7.3
ISR,Israel,2004,10.7
ISR,Israel,2004,2.4
ISR,Israel,2004,47.1
ISR,Israel,2004,12.9
ISR,Israel,2004,4.1
ISR,Israel,2004,5.9
ISR,Israel,2004,7.5
ISR,Israel,2004,1.9
ISR,Israel,2004,3.9
ISR,Israel,2004,3.9
ISR,Israel,2004,6.2
ISR,Israel,2004,5.6
ISR,Israel,2004,3.9
ISR,Israel,2004,14.0
ISR,Israel,2004,3.1
ISR,Israel,2004,9.9
ISR,Israel,2004,9.3
ISR,Israel,2004,6.0
ISR,Israel,2004,19.0
ISR,Israel,2004,119.9
ISR,Israel,2004,41.5
ISR,Israel,2004,57.4
ISR,Israel,2004,87.4
ISR,Israel,2004,76.3
ISR,Israel,2004,14.4
ISR,Israel,2004,5.7
ISR,Israel,2004,5.2
ISR,Israel,2004,6.7
ISR,Israel,2004,4.6
ISR,Israel,2004,5.4
ISR,Israel,2004,4.6
ISR,Israel,2004,4.1
ISR,Israel,2004,9.2
ISR,Israel,2004,3.1
ISR,Israel,2004,7.7
ISR,Israel,2004,4.6
ISR,Israel,2004,6.3
ISR,Israel,2004,6.9
ISR,Israel,2004,5.1
ISR,Israel,2004,8.5
ISR,Israel,2004,7.9
ISR,Israel,2004,2.3
ISR,Israel,2004,4.7
ISR,Israel,2004,5.0
ISR,Israel,2004,7.7
ISR,Israel,2004,10.8
ISR,Israel,2004,5.7
ISR,Israel,2004,7.5
ISR,Israel,2004,6.7
ISR,Israel,2004,6.6
ISR,Israel,2004,6.7
ISR,Israel,2004,7.3
ISR,Israel,2004,3.5
ISR,Israel,2004,7.3
ISR,Israel,2004,6.0
ISR,Israel,2004,2.5
ISR,Israel,2004,7.2
ISR,Israel,2004,3.6
ISR,Israel,2004,6.7
ISR,Israel,2004,2.7
ISR,Israel,2004,6.1
ISR,Israel,2004,4.1
ISR,Israel,2004,7.5
ISR,Israel,2004,5.9
ISR,Israel,2004,6.5
ISR,Israel,2004,2.5
ISR,Israel,2004,3.9
ISR,Israel,2004,3.9
ISR,Israel,2004,11.0
ISR,Israel,2004,26.6
ISR,Israel,2004,3.4
ISR,Israel,2004,2.8
ISR,Israel,2004,4.8
ISR,Israel,2004,3.3
ISR,Israel,2004,1.9
ISR,Israel,2004,1.9
ISR,Israel,2004,3.8
ISR,Israel,2004,3.8
ISR,Israel,2004,2.5
ISR,Israel,2004,3.2
ISR,Israel,2004,5.7
ISR,Israel,2004,5.1
ISR,Israel,2004,3.0
ISR,Israel,2004,2.4
ISR,Israel,2004,5.0
ISR,Israel,2004,7.0
ISR,Israel,2004,3.3
ISR,Israel,2004,4.7
ISR,Israel,2004,3.9
ISR,Israel,2004,4.9
ISR,Israel,2004,3.8
ISR,Israel,2004,1.9
ISR,Israel,2004,2.8
ISR,Israel,2004,3.6
ISR,Israel,2004,5.2
ISR,Israel,2004,6.5
ISR,Israel,2004,5.7
ISR,Israel,2004,3.3
ISR,Israel,2004,8.4
ISR,Israel,2004,4.1
ISR,Israel,2004,4.1
ISR,Israel,2004,1.5
ISR,Israel,2004,2.6
ISR,Israel,2004,6.4
ISR,Israel,2004,5.0
ISR,Israel,2004,2.7
ISR,Israel,2004,6.1
ISR,Israel,2004,11.8
ISR,Israel,2004,8.0
ISR,Israel,2004,1.6
ISR,Israel,2004,5.0
ISR,Israel,2004,8.6
ISR,Israel,2004,4.2
ISR,Israel,2004,6.5
ISR,Israel,2004,4.3
ISR,Israel,2004,3.1
ISR,Israel,2004,7.3
ISR,Israel,2004,2.0
ISR,Israel,2004,14.3
ISR,Israel,2004,6.0
ISR,Israel,2004,5.8
ISR,Israel,2004,4.2
ISR,Israel,2004,7.2
ISR,Israel,2004,10.2
ISR,Israel,2004,9.2
ISR,Israel,2004,2.3
ISR,Israel,2004,7.5
ISR,Israel,2004,6.4
ISR,Israel,2004,13.5
ISR,Israel,2004,6.2
ISR,Israel,2004,4.6
ISR,Israel,2004,5.9
ISR,Israel,2004,8.8
ISR,Israel,2004,2.9
ISR,Israel,2004,2.9
ISR,Israel,2004,2.8
ISR,Israel,2004,49.8
ISR,Israel,2005,5.4
ISR,Israel,2005,4.4
ISR,Israel,2005,7.3
ISR,Israel,2005,7.5
ISR,Israel,2005,7.2
ISR,Israel,2005,6.5
ISR,Israel,2005,9.4
ISR,Israel,2005,4.4
ISR,Israel,2005,4.2
ISR,Israel,2005,23.1
ISR,Israel,2005,4.8
ISR,Israel,2005,7.2
ISR,Israel,2005,10.1
ISR,Israel,2005,2.2
ISR,Israel,2005,42.8
ISR,Israel,2005,12.7
ISR,Israel,2005,6.1
ISR,Israel,2005,4.3
ISR,Israel,2005,7.4
ISR,Israel,2005,1.9
ISR,Israel,2005,3.9
ISR,Israel,2005,3.8
ISR,Israel,2005,6.1
ISR,Israel,2005,5.4
ISR,Israel,2005,3.7
ISR,Israel,2005,14.2
ISR,Israel,2005,3.1
ISR,Israel,2005,9.9
ISR,Israel,2005,9.1
ISR,Israel,2005,5.8
ISR,Israel,2005,16.2
ISR,Israel,2005,108.0
ISR,Israel,2005,33.1
ISR,Israel,2005,55.8
ISR,Israel,2005,79.5
ISR,Israel,2005,92.5
ISR,Israel,2005,22.4
ISR,Israel,2005,5.6
ISR,Israel,2005,5.2
ISR,Israel,2005,6.8
ISR,Israel,2005,4.6
ISR,Israel,2005,5.3
ISR,Israel,2005,4.5
ISR,Israel,2005,4.0
ISR,Israel,2005,8.9
ISR,Israel,2005,3.2
ISR,Israel,2005,7.0
ISR,Israel,2005,4.5
ISR,Israel,2005,4.6
ISR,Israel,2005,6.3
ISR,Israel,2005,6.3
ISR,Israel,2005,4.9
ISR,Israel,2005,8.2
ISR,Israel,2005,8.3
ISR,Israel,2005,2.3
