code,country,year,set_healtchare_capita_outcomes
DNK,Denmark,2016,0.598
DNK,Denmark,2016,0.252
DNK,Denmark,2016,55.677
DNK,Denmark,2016,0.333
DNK,Denmark,2016,273.656
DNK,Denmark,2016,5312.362
DNK,Denmark,2016,100.0
DNK,Denmark,2016,7017.076
DNK,Denmark,2016,12603.093
DNK,Denmark,2017,0.03
DNK,Denmark,2017,42.236
DNK,Denmark,2017,4.81
DNK,Denmark,2017,0.63
DNK,Denmark,2017,0.266
DNK,Denmark,2017,52.954
DNK,Denmark,2017,0.333
DNK,Denmark,2017,664.184
DNK,Denmark,2017,13809.684
DNK,Denmark,2017,5832.707
DNK,Denmark,2017,100.0
DNK,Denmark,2017,7312.793
DNK,Denmark,2018,46.309
DNK,Denmark,2018,5.734
DNK,Denmark,2018,0.608
DNK,Denmark,2018,0.035
DNK,Denmark,2018,47.957
DNK,Denmark,2018,0.282
DNK,Denmark,2018,0.292
DNK,Denmark,2018,13700.029
DNK,Denmark,2018,100.0
DNK,Denmark,2018,6344.369
DNK,Denmark,2018,785.579
DNK,Denmark,2018,6570.082
DNK,Denmark,2019,0.031
DNK,Denmark,2019,45.493
DNK,Denmark,2019,5.151
DNK,Denmark,2019,0.599
DNK,Denmark,2019,0.272
DNK,Denmark,2019,0.296
DNK,Denmark,2019,712.755
DNK,Denmark,2019,13837.796
DNK,Denmark,2019,6295.263
DNK,Denmark,2019,100.0
DNK,Denmark,2019,6829.778
DNK,Denmark,2019,49.356
ESP,Spain,2000,1397.45
ESP,Spain,2000,0.216
ESP,Spain,2000,100.0
ESP,Spain,2001,1821.53
ESP,Spain,2001,0.26
ESP,Spain,2001,100.0
ESP,Spain,2002,1900.71
ESP,Spain,2002,0.254
ESP,Spain,2002,100.0
ESP,Spain,2003,0.04
ESP,Spain,2003,100.0
ESP,Spain,2003,2020.133
ESP,Spain,2003,206.075
ESP,Spain,2003,0.252
ESP,Spain,2003,0.002
ESP,Spain,2003,12.081
ESP,Spain,2003,2.273
ESP,Spain,2003,1.531
ESP,Spain,2003,0.001
ESP,Spain,2003,100.0
ESP,Spain,2003,100.0
ESP,Spain,2003,100.0
ESP,Spain,2003,100.0
ESP,Spain,2003,0.026
ESP,Spain,2003,100.0
ESP,Spain,2003,0.183
ESP,Spain,2003,1471.425
ESP,Spain,2003,100.0
ESP,Spain,2003,100.0
ESP,Spain,2003,320.313
ESP,Spain,2003,6.435
ESP,Spain,2004,0.035
ESP,Spain,2004,100.0
ESP,Spain,2004,2037.725
ESP,Spain,2004,19.38
ESP,Spain,2004,2.37
ESP,Spain,2004,0.237
ESP,Spain,2004,216.611
ESP,Spain,2004,0.001
ESP,Spain,2004,0.002
ESP,Spain,2004,5.032
ESP,Spain,2004,0.001
ESP,Spain,2004,100.0
ESP,Spain,2004,100.0
ESP,Spain,2004,100.0
ESP,Spain,2004,100.0
ESP,Spain,2004,0.025
ESP,Spain,2004,100.0
ESP,Spain,2004,0.173
ESP,Spain,2004,1489.45
ESP,Spain,2004,100.0
ESP,Spain,2004,100.0
ESP,Spain,2004,299.887
ESP,Spain,2004,4.995
ESP,Spain,2005,0.042
ESP,Spain,2005,100.0
ESP,Spain,2005,2378.272
ESP,Spain,2005,238.635
ESP,Spain,2005,0.256
ESP,Spain,2005,0.001
ESP,Spain,2005,0.005
ESP,Spain,2005,43.497
ESP,Spain,2005,2.718
ESP,Spain,2005,5.987
ESP,Spain,2005,0.001
ESP,Spain,2005,100.0
ESP,Spain,2005,100.0
ESP,Spain,2005,100.0
ESP,Spain,2005,100.0
ESP,Spain,2005,0.026
ESP,Spain,2005,100.0
ESP,Spain,2005,0.182
ESP,Spain,2005,1689.531
ESP,Spain,2005,100.0
ESP,Spain,2005,100.0
ESP,Spain,2005,390.007
ESP,Spain,2005,7.897
ESP,Spain,2006,0.05
ESP,Spain,2006,100.0
ESP,Spain,2006,2933.896
ESP,Spain,2006,295.938
ESP,Spain,2006,0.292
ESP,Spain,2006,0.005
ESP,Spain,2006,48.641
ESP,Spain,2006,4.335
ESP,Spain,2006,0.569
ESP,Spain,2006,100.0
ESP,Spain,2006,100.0
ESP,Spain,2006,100.0
ESP,Spain,2006,100.0
ESP,Spain,2006,0.029
ESP,Spain,2006,100.0
ESP,Spain,2006,0.207
ESP,Spain,2006,2075.65
ESP,Spain,2006,100.0
ESP,Spain,2006,100.0
ESP,Spain,2006,2.634
ESP,Spain,2006,506.129
ESP,Spain,2007,0.041
ESP,Spain,2007,100.0
ESP,Spain,2007,3239.615
ESP,Spain,2007,332.616
ESP,Spain,2007,0.301
ESP,Spain,2007,0.005
ESP,Spain,2007,51.561
ESP,Spain,2007,4.116
ESP,Spain,2007,100.0
ESP,Spain,2007,100.0
ESP,Spain,2007,100.0
ESP,Spain,2007,0.222
ESP,Spain,2007,2386.941
ESP,Spain,2007,100.0
ESP,Spain,2007,100.0
ESP,Spain,2007,442.613
ESP,Spain,2007,18.131
ESP,Spain,2007,3.638
ESP,Spain,2007,100.0
ESP,Spain,2007,0.002
ESP,Spain,2007,100.0
ESP,Spain,2007,0.031
ESP,Spain,2008,0.041
ESP,Spain,2008,100.0
ESP,Spain,2008,3250.28
ESP,Spain,2008,381.79
ESP,Spain,2008,0.293
ESP,Spain,2008,0.004
ESP,Spain,2008,46.292
ESP,Spain,2008,2.901
ESP,Spain,2008,3.741
ESP,Spain,2008,0.002
ESP,Spain,2008,100.0
ESP,Spain,2008,100.0
ESP,Spain,2008,100.0
ESP,Spain,2008,100.0
ESP,Spain,2008,0.034
ESP,Spain,2008,100.0
ESP,Spain,2008,0.21
ESP,Spain,2008,2328.281
ESP,Spain,2008,100.0
ESP,Spain,2008,460.124
ESP,Spain,2008,27.15
ESP,Spain,2008,100.0
ESP,Spain,2009,100.0
ESP,Spain,2009,2799.181
ESP,Spain,2009,325.698
ESP,Spain,2009,0.262
ESP,Spain,2009,0.005
ESP,Spain,2009,49.934
ESP,Spain,2009,10.433
ESP,Spain,2009,0.041
ESP,Spain,2009,0.001
ESP,Spain,2009,0.694
ESP,Spain,2009,0.002
ESP,Spain,2009,100.0
ESP,Spain,2009,100.0
ESP,Spain,2009,100.0
ESP,Spain,2009,100.0
ESP,Spain,2009,0.03
ESP,Spain,2009,100.0
ESP,Spain,2009,0.182
ESP,Spain,2009,1950.962
ESP,Spain,2009,100.0
ESP,Spain,2009,100.0
ESP,Spain,2009,437.959
ESP,Spain,2009,23.501
ESP,Spain,2010,0.032
ESP,Spain,2010,100.0
ESP,Spain,2010,0.001
ESP,Spain,2010,2514.916
ESP,Spain,2010,251.029
ESP,Spain,2010,0.234
ESP,Spain,2010,0.005
ESP,Spain,2010,49.165
ESP,Spain,2010,8.349
ESP,Spain,2010,0.974
ESP,Spain,2010,0.002
ESP,Spain,2010,100.0
ESP,Spain,2010,100.0
ESP,Spain,2010,100.0
ESP,Spain,2010,100.0
ESP,Spain,2010,0.023
ESP,Spain,2010,100.0
ESP,Spain,2010,0.172
ESP,Spain,2010,1843.276
ESP,Spain,2010,100.0
ESP,Spain,2010,100.0
ESP,Spain,2010,345.3
ESP,Spain,2010,16.825
ESP,Spain,2011,0.021
ESP,Spain,2011,100.0
ESP,Spain,2011,1877.923
ESP,Spain,2011,204.795
ESP,Spain,2011,0.177
ESP,Spain,2011,0.005
ESP,Spain,2011,1.748
ESP,Spain,2011,49.26
ESP,Spain,2011,0.089
ESP,Spain,2011,0.001
ESP,Spain,2011,100.0
ESP,Spain,2011,100.0
ESP,Spain,2011,100.0
ESP,Spain,2011,100.0
ESP,Spain,2011,0.019
ESP,Spain,2011,100.0
ESP,Spain,2011,0.131
ESP,Spain,2011,1392.155
ESP,Spain,2011,100.0
ESP,Spain,2011,100.0
ESP,Spain,2011,218.441
ESP,Spain,2011,11.436
ESP,Spain,2012,0.016
ESP,Spain,2012,100.0
ESP,Spain,2012,1384.779
ESP,Spain,2012,274.286
ESP,Spain,2012,0.134
ESP,Spain,2012,4.955
ESP,Spain,2012,1.127
ESP,Spain,2012,0.124
ESP,Spain,2012,100.0
ESP,Spain,2012,100.0
ESP,Spain,2012,100.0
ESP,Spain,2012,100.0
ESP,Spain,2012,0.027
ESP,Spain,2012,100.0
ESP,Spain,2012,0.091
ESP,Spain,2012,940.965
ESP,Spain,2012,100.0
ESP,Spain,2012,100.0
ESP,Spain,2012,162.133
ESP,Spain,2012,1.189
ESP,Spain,2013,0.012
ESP,Spain,2013,100.0
ESP,Spain,2013,1140.725
ESP,Spain,2013,189.762
ESP,Spain,2013,0.112
ESP,Spain,2013,0.001
ESP,Spain,2013,5.17
ESP,Spain,2013,4.355
ESP,Spain,2013,0.052
ESP,Spain,2013,100.0
ESP,Spain,2013,100.0
ESP,Spain,2013,100.0
ESP,Spain,2013,0.019
ESP,Spain,2013,0.08
ESP,Spain,2013,816.391
ESP,Spain,2013,100.0
ESP,Spain,2013,100.0
ESP,Spain,2013,124.994
ESP,Spain,2013,100.0
ESP,Spain,2014,0.015
ESP,Spain,2014,100.0
ESP,Spain,2014,1167.744
ESP,Spain,2014,233.695
ESP,Spain,2014,0.113
ESP,Spain,2014,2.344
ESP,Spain,2014,0.899
ESP,Spain,2014,0.046
ESP,Spain,2014,100.0
ESP,Spain,2014,100.0
ESP,Spain,2014,100.0
ESP,Spain,2014,0.023
ESP,Spain,2014,100.0
ESP,Spain,2014,0.075
ESP,Spain,2014,777.123
ESP,Spain,2014,100.0
ESP,Spain,2014,100.0
ESP,Spain,2014,153.638
ESP,Spain,2015,0.015
ESP,Spain,2015,100.0
ESP,Spain,2015,1369.275
ESP,Spain,2015,168.9
ESP,Spain,2015,0.127
ESP,Spain,2015,3.33
ESP,Spain,2015,2.386
ESP,Spain,2015,0.107
ESP,Spain,2015,100.0
ESP,Spain,2015,100.0
ESP,Spain,2015,100.0
ESP,Spain,2015,0.016
ESP,Spain,2015,100.0
ESP,Spain,2015,0.095
ESP,Spain,2015,1028.158
ESP,Spain,2015,100.0
ESP,Spain,2015,100.0
ESP,Spain,2015,166.394
ESP,Spain,2016,0.013
ESP,Spain,2016,100.0
ESP,Spain,2016,1368.314
ESP,Spain,2016,152.157
ESP,Spain,2016,0.123
ESP,Spain,2016,0.001
ESP,Spain,2016,8.102
ESP,Spain,2016,3.023
ESP,Spain,2016,0.074
ESP,Spain,2016,100.0
ESP,Spain,2016,100.0
ESP,Spain,2016,100.0
ESP,Spain,2016,100.0
ESP,Spain,2016,0.014
ESP,Spain,2016,100.0
ESP,Spain,2016,0.095
ESP,Spain,2016,1054.12
ESP,Spain,2016,100.0
ESP,Spain,2016,100.0
ESP,Spain,2016,149.903
ESP,Spain,2016,0.935
ESP,Spain,2017,0.016
ESP,Spain,2017,1450.182
ESP,Spain,2017,167.857
ESP,Spain,2017,0.125
ESP,Spain,2017,0.001
ESP,Spain,2017,14.956
ESP,Spain,2017,2.801
ESP,Spain,2017,100.0
ESP,Spain,2017,0.577
ESP,Spain,2017,100.0
ESP,Spain,2017,100.0
ESP,Spain,2017,100.0
ESP,Spain,2017,0.014
ESP,Spain,2017,100.0
ESP,Spain,2017,0.093
ESP,Spain,2017,1076.716
ESP,Spain,2017,100.0
ESP,Spain,2017,100.0
ESP,Spain,2017,186.343
ESP,Spain,2017,0.932
ESP,Spain,2017,100.0
ESP,Spain,2018,0.016
ESP,Spain,2018,100.0
ESP,Spain,2018,1745.368
ESP,Spain,2018,181.253
ESP,Spain,2018,0.145
ESP,Spain,2018,0.002
ESP,Spain,2018,22.785
ESP,Spain,2018,3.194
ESP,Spain,2018,1.059
ESP,Spain,2018,100.0
ESP,Spain,2018,100.0
ESP,Spain,2018,100.0
ESP,Spain,2018,100.0
ESP,Spain,2018,0.015
ESP,Spain,2018,100.0
ESP,Spain,2018,0.112
ESP,Spain,2018,100.0
ESP,Spain,2018,1347.773
ESP,Spain,2018,100.0
ESP,Spain,2018,187.856
ESP,Spain,2018,1.449
ESP,Spain,2019,0.017
ESP,Spain,2019,100.0
ESP,Spain,2019,1783.711
ESP,Spain,2019,190.333
ESP,Spain,2019,0.143
ESP,Spain,2019,0.001
ESP,Spain,2019,15.893
ESP,Spain,2019,3.241
ESP,Spain,2019,0.274
ESP,Spain,2019,100.0
ESP,Spain,2019,100.0
ESP,Spain,2019,100.0
ESP,Spain,2019,100.0
ESP,Spain,2019,0.015
ESP,Spain,2019,100.0
ESP,Spain,2019,0.109
ESP,Spain,2019,100.0
ESP,Spain,2019,1359.016
ESP,Spain,2019,100.0
ESP,Spain,2019,213.209
ESP,Spain,2019,1.746
FIN,Finland,2001,4.552
FIN,Finland,2001,0.012
FIN,Finland,2001,26.462
FIN,Finland,2001,23.169
FIN,Finland,2001,0.015
FIN,Finland,2001,90.84
FIN,Finland,2001,137.293
FIN,Finland,2001,91.038
FIN,Finland,2001,8.37
FIN,Finland,2001,100.0
FIN,Finland,2001,0.065
FIN,Finland,2001,228.644
FIN,Finland,2001,4.3
FIN,Finland,2001,100.0
FIN,Finland,2001,116.614
FIN,Finland,2001,0.003
FIN,Finland,2001,245.225
FIN,Finland,2001,62.331
FIN,Finland,2001,0.046
FIN,Finland,2001,0.17
FIN,Finland,2001,66.987
FIN,Finland,2001,24.038
FIN,Finland,2001,47.724
FIN,Finland,2001,0.325
FIN,Finland,2001,0.017
FIN,Finland,2001,0.001
FIN,Finland,2001,0.057
FIN,Finland,2001,0.063
FIN,Finland,2001,31.79
FIN,Finland,2001,5.879
FIN,Finland,2001,100.0
FIN,Finland,2001,0.3
FIN,Finland,2001,94.457
FIN,Finland,2001,0.095
FIN,Finland,2001,0.016
FIN,Finland,2001,21.566
FIN,Finland,2001,100.0
FIN,Finland,2001,0.681
FIN,Finland,2001,44.053
FIN,Finland,2001,0.018
FIN,Finland,2001,70.918
FIN,Finland,2001,2.107
FIN,Finland,2001,100.0
FIN,Finland,2001,0.317
FIN,Finland,2001,24.529
FIN,Finland,2001,55.987
FIN,Finland,2001,366.825
FIN,Finland,2001,7.962
FIN,Finland,2001,16.893
FIN,Finland,2001,0.158
FIN,Finland,2001,6.889
FIN,Finland,2001,0.254
FIN,Finland,2001,0.081
FIN,Finland,2001,37.124
FIN,Finland,2001,1.198
FIN,Finland,2002,0.001
FIN,Finland,2002,4.56
FIN,Finland,2002,0.012
FIN,Finland,2002,25.897
FIN,Finland,2002,0.015
FIN,Finland,2002,95.91
FIN,Finland,2002,190.063
FIN,Finland,2002,99.631
FIN,Finland,2002,2.009
FIN,Finland,2002,100.0
FIN,Finland,2002,0.067
FIN,Finland,2002,299.699
FIN,Finland,2002,4.552
FIN,Finland,2002,100.0
FIN,Finland,2002,127.021
FIN,Finland,2002,0.003
FIN,Finland,2002,307.271
FIN,Finland,2002,66.715
FIN,Finland,2002,0.047
FIN,Finland,2002,0.207
FIN,Finland,2002,69.379
FIN,Finland,2002,38.924
FIN,Finland,2002,86.455
FIN,Finland,2002,1.334
FIN,Finland,2002,0.026
FIN,Finland,2002,0.001
FIN,Finland,2002,0.031
FIN,Finland,2002,0.067
FIN,Finland,2002,28.276
FIN,Finland,2002,5.01
FIN,Finland,2002,100.0
FIN,Finland,2002,99.828
FIN,Finland,2002,0.128
FIN,Finland,2002,0.017
FIN,Finland,2002,40.584
FIN,Finland,2002,0.178
FIN,Finland,2002,22.506
FIN,Finland,2002,100.0
FIN,Finland,2002,1.543
FIN,Finland,2002,11.536
FIN,Finland,2002,0.027
FIN,Finland,2002,69.499
FIN,Finland,2002,1.314
FIN,Finland,2002,100.0
FIN,Finland,2002,0.346
FIN,Finland,2002,25.942
FIN,Finland,2002,61.855
FIN,Finland,2002,449.226
FIN,Finland,2002,0.001
FIN,Finland,2002,3.238
FIN,Finland,2002,17.577
FIN,Finland,2002,0.202
FIN,Finland,2002,5.72
FIN,Finland,2002,0.303
FIN,Finland,2002,0.086
FIN,Finland,2002,32.424
FIN,Finland,2002,0.853
FIN,Finland,2003,0.001
FIN,Finland,2003,0.013
FIN,Finland,2003,50.789
FIN,Finland,2003,20.118
FIN,Finland,2003,0.016
FIN,Finland,2003,94.721
FIN,Finland,2003,179.627
FIN,Finland,2003,105.941
FIN,Finland,2003,2.654
FIN,Finland,2003,100.0
FIN,Finland,2003,0.062
FIN,Finland,2003,299.259
FIN,Finland,2003,3.633
FIN,Finland,2003,100.0
FIN,Finland,2003,128.482
FIN,Finland,2003,0.002
FIN,Finland,2003,305.088
FIN,Finland,2003,66.288
FIN,Finland,2003,0.046
FIN,Finland,2003,0.201
FIN,Finland,2003,70.054
FIN,Finland,2003,48.108
FIN,Finland,2003,82.947
FIN,Finland,2003,0.032
FIN,Finland,2003,0.001
FIN,Finland,2003,0.07
FIN,Finland,2003,28.46
FIN,Finland,2003,5.253
FIN,Finland,2003,100.0
FIN,Finland,2003,0.255
FIN,Finland,2003,93.805
FIN,Finland,2003,0.118
FIN,Finland,2003,0.013
FIN,Finland,2003,3.873
FIN,Finland,2003,0.047
FIN,Finland,2003,1.469
FIN,Finland,2003,23.714
FIN,Finland,2003,100.0
FIN,Finland,2003,1.771
FIN,Finland,2003,0.033
FIN,Finland,2003,74.68
FIN,Finland,2003,2.168
FIN,Finland,2003,100.0
FIN,Finland,2003,0.513
FIN,Finland,2003,21.447
FIN,Finland,2003,58.877
FIN,Finland,2003,451.454
FIN,Finland,2003,0.001
FIN,Finland,2003,4.269
FIN,Finland,2003,19.52
FIN,Finland,2003,0.197
FIN,Finland,2003,6.398
FIN,Finland,2003,0.298
FIN,Finland,2003,0.085
FIN,Finland,2003,34.725
FIN,Finland,2003,1.01
FIN,Finland,2003,14.399
FIN,Finland,2004,4.514
FIN,Finland,2004,0.012
FIN,Finland,2004,39.781
FIN,Finland,2004,24.438
FIN,Finland,2004,0.015
FIN,Finland,2004,93.406
FIN,Finland,2004,183.935
FIN,Finland,2004,97.073
FIN,Finland,2004,4.946
FIN,Finland,2004,0.065
FIN,Finland,2004,294.781
FIN,Finland,2004,4.624
FIN,Finland,2004,100.0
FIN,Finland,2004,123.715
FIN,Finland,2004,0.003
FIN,Finland,2004,299.508
FIN,Finland,2004,66.663
FIN,Finland,2004,0.046
FIN,Finland,2004,0.189
FIN,Finland,2004,73.381
FIN,Finland,2004,37.158
FIN,Finland,2004,66.022
FIN,Finland,2004,0.307
FIN,Finland,2004,0.023
FIN,Finland,2004,0.001
FIN,Finland,2004,0.023
FIN,Finland,2004,0.061
FIN,Finland,2004,27.977
FIN,Finland,2004,5.36
FIN,Finland,2004,100.0
FIN,Finland,2004,0.135
FIN,Finland,2004,102.443
FIN,Finland,2004,0.116
FIN,Finland,2004,0.015
FIN,Finland,2004,100.0
FIN,Finland,2004,23.701
FIN,Finland,2004,100.0
FIN,Finland,2004,0.465
FIN,Finland,2004,29.032
FIN,Finland,2004,0.025
FIN,Finland,2004,71.631
FIN,Finland,2004,2.069
FIN,Finland,2004,100.0
FIN,Finland,2004,0.555
FIN,Finland,2004,23.855
FIN,Finland,2004,61.412
FIN,Finland,2004,442.197
FIN,Finland,2004,5.201
FIN,Finland,2004,18.499
FIN,Finland,2004,0.186
FIN,Finland,2004,6.176
FIN,Finland,2004,0.279
FIN,Finland,2004,0.078
FIN,Finland,2004,32.411
FIN,Finland,2004,1.395
FIN,Finland,2005,5.457
FIN,Finland,2005,0.014
FIN,Finland,2005,59.879
FIN,Finland,2005,25.096
FIN,Finland,2005,0.018
FIN,Finland,2005,97.114
FIN,Finland,2005,196.269
FIN,Finland,2005,116.737
FIN,Finland,2005,11.714
FIN,Finland,2005,100.0
FIN,Finland,2005,0.056
FIN,Finland,2005,316.532
FIN,Finland,2005,5.028
FIN,Finland,2005,100.0
FIN,Finland,2005,143.525
FIN,Finland,2005,0.003
FIN,Finland,2005,336.72
FIN,Finland,2005,64.705
FIN,Finland,2005,0.038
FIN,Finland,2005,0.204
FIN,Finland,2005,62.012
FIN,Finland,2005,58.151
FIN,Finland,2005,21.692
FIN,Finland,2005,0.1
FIN,Finland,2005,0.035
FIN,Finland,2005,0.001
FIN,Finland,2005,0.054
FIN,Finland,2005,0.071
FIN,Finland,2005,29.339
FIN,Finland,2005,5.957
FIN,Finland,2005,100.0
FIN,Finland,2005,0.307
FIN,Finland,2005,92.136
FIN,Finland,2005,0.119
FIN,Finland,2005,0.015
FIN,Finland,2005,29.139
FIN,Finland,2005,100.0
FIN,Finland,2005,0.461
FIN,Finland,2005,66.594
FIN,Finland,2005,0.036
FIN,Finland,2005,67.305
FIN,Finland,2005,1.386
FIN,Finland,2005,100.0
FIN,Finland,2005,27.238
FIN,Finland,2005,0.343
FIN,Finland,2005,58.288
FIN,Finland,2005,489.196
FIN,Finland,2005,2.315
FIN,Finland,2005,23.715
FIN,Finland,2005,0.192
FIN,Finland,2005,7.043
FIN,Finland,2005,0.297
FIN,Finland,2005,0.087
FIN,Finland,2005,34.669
FIN,Finland,2005,0.573
FIN,Finland,2006,8.819
FIN,Finland,2006,0.022
FIN,Finland,2006,63.263
FIN,Finland,2006,29.146
FIN,Finland,2006,0.029
FIN,Finland,2006,92.033
FIN,Finland,2006,253.044
FIN,Finland,2006,109.142
FIN,Finland,2006,5.344
FIN,Finland,2006,100.0
FIN,Finland,2006,0.078
FIN,Finland,2006,405.715
FIN,Finland,2006,11.885
FIN,Finland,2006,100.0
FIN,Finland,2006,143.183
FIN,Finland,2006,0.007
FIN,Finland,2006,400.848
FIN,Finland,2006,67.643
FIN,Finland,2006,0.054
FIN,Finland,2006,0.232
FIN,Finland,2006,93.728
FIN,Finland,2006,58.223
FIN,Finland,2006,78.517
FIN,Finland,2006,0.72
FIN,Finland,2006,0.034
FIN,Finland,2006,0.003
FIN,Finland,2006,0.049
FIN,Finland,2006,0.063
FIN,Finland,2006,23.872
FIN,Finland,2006,8.485
FIN,Finland,2006,100.0
FIN,Finland,2006,0.148
FIN,Finland,2006,134.759
FIN,Finland,2006,0.146
FIN,Finland,2006,0.017
FIN,Finland,2006,0.001
FIN,Finland,2006,50.89
FIN,Finland,2006,100.0
FIN,Finland,2006,0.917
FIN,Finland,2006,16.14
FIN,Finland,2006,0.037
FIN,Finland,2006,69.552
FIN,Finland,2006,4.746
FIN,Finland,2006,100.0
FIN,Finland,2006,21.628
FIN,Finland,2006,0.294
FIN,Finland,2006,63.127
FIN,Finland,2006,599.787
FIN,Finland,2006,7.502
FIN,Finland,2006,38.662
FIN,Finland,2006,0.235
FIN,Finland,2006,9.645
FIN,Finland,2006,0.347
FIN,Finland,2006,0.083
FIN,Finland,2006,27.228
FIN,Finland,2006,0.465
FIN,Finland,2007,5.76
FIN,Finland,2007,74.962
FIN,Finland,2007,95.474
FIN,Finland,2007,127.446
FIN,Finland,2007,3.571
FIN,Finland,2007,100.0
FIN,Finland,2007,8.129
FIN,Finland,2007,100.0
FIN,Finland,2007,387.605
FIN,Finland,2007,0.207
FIN,Finland,2007,104.314
FIN,Finland,2007,71.569
FIN,Finland,2007,59.184
FIN,Finland,2007,0.116
FIN,Finland,2007,0.007
FIN,Finland,2007,26.397
FIN,Finland,2007,100.0
FIN,Finland,2007,0.074
FIN,Finland,2007,0.118
FIN,Finland,2007,0.021
FIN,Finland,2007,220.637
FIN,Finland,2007,0.026
FIN,Finland,2007,28.691
FIN,Finland,2007,0.075
FIN,Finland,2007,396.636
FIN,Finland,2007,0.056
FIN,Finland,2007,65.68
FIN,Finland,2007,0.004
FIN,Finland,2007,159.41
FIN,Finland,2007,0.068
FIN,Finland,2007,0.002
FIN,Finland,2007,0.038
FIN,Finland,2007,141.134
FIN,Finland,2007,7.924
FIN,Finland,2007,0.015
FIN,Finland,2007,100.0
FIN,Finland,2007,0.196
FIN,Finland,2007,37.755
FIN,Finland,2007,0.194
FIN,Finland,2007,603.896
FIN,Finland,2007,0.323
FIN,Finland,2007,0.085
FIN,Finland,2007,0.259
FIN,Finland,2007,47.851
FIN,Finland,2007,0.04
FIN,Finland,2007,100.0
FIN,Finland,2007,3.2
FIN,Finland,2007,73.911
FIN,Finland,2007,56.923
FIN,Finland,2007,20.329
FIN,Finland,2007,10.196
FIN,Finland,2007,0.212
FIN,Finland,2007,39.521
FIN,Finland,2007,4.269
FIN,Finland,2007,32.88
FIN,Finland,2008,3.452
FIN,Finland,2008,0.012
FIN,Finland,2008,86.194
FIN,Finland,2008,0.015
FIN,Finland,2008,31.984
FIN,Finland,2008,95.203
FIN,Finland,2008,264.684
FIN,Finland,2008,104.336
FIN,Finland,2008,4.59
FIN,Finland,2008,0.084
FIN,Finland,2008,100.0
FIN,Finland,2008,472.926
FIN,Finland,2008,5.64
FIN,Finland,2008,100.0
FIN,Finland,2008,140.416
FIN,Finland,2008,0.003
FIN,Finland,2008,393.078
FIN,Finland,2008,73.52
FIN,Finland,2008,0.065
FIN,Finland,2008,0.202
FIN,Finland,2008,82.059
FIN,Finland,2008,69.344
FIN,Finland,2008,0.423
FIN,Finland,2008,0.042
FIN,Finland,2008,0.002
FIN,Finland,2008,0.028
FIN,Finland,2008,0.054
FIN,Finland,2008,21.829
FIN,Finland,2008,4.652
FIN,Finland,2008,100.0
FIN,Finland,2008,0.159
FIN,Finland,2008,163.383
FIN,Finland,2008,0.016
FIN,Finland,2008,125.76
FIN,Finland,2008,0.136
FIN,Finland,2008,29.923
FIN,Finland,2008,100.0
FIN,Finland,2008,0.61
FIN,Finland,2008,26.066
FIN,Finland,2008,0.044
FIN,Finland,2008,3.938
FIN,Finland,2008,76.973
FIN,Finland,2008,100.0
FIN,Finland,2008,19.576
FIN,Finland,2008,0.198
FIN,Finland,2008,67.336
FIN,Finland,2008,643.265
FIN,Finland,2008,4.569
FIN,Finland,2008,24.058
FIN,Finland,2008,0.243
FIN,Finland,2008,6.12
FIN,Finland,2008,0.331
FIN,Finland,2008,0.072
FIN,Finland,2008,26.543
FIN,Finland,2008,0.23
FIN,Finland,2009,5.886
FIN,Finland,2009,0.018
FIN,Finland,2009,77.024
FIN,Finland,2009,0.024
FIN,Finland,2009,21.53
FIN,Finland,2009,91.222
FIN,Finland,2009,332.329
FIN,Finland,2009,96.037
FIN,Finland,2009,18.541
FIN,Finland,2009,100.0
FIN,Finland,2009,0.089
FIN,Finland,2009,533.487
FIN,Finland,2009,9.532
FIN,Finland,2009,100.0
FIN,Finland,2009,124.678
FIN,Finland,2009,0.005
FIN,Finland,2009,461.678
FIN,Finland,2009,76.055
FIN,Finland,2009,0.072
FIN,Finland,2009,0.254
FIN,Finland,2009,130.877
FIN,Finland,2009,70.263
FIN,Finland,2009,2.225
FIN,Finland,2009,0.018
FIN,Finland,2009,0.039
FIN,Finland,2009,0.004
FIN,Finland,2009,0.15
FIN,Finland,2009,0.053
FIN,Finland,2009,17.774
FIN,Finland,2009,6.171
FIN,Finland,2009,100.0
FIN,Finland,2009,0.64
FIN,Finland,2009,161.939
FIN,Finland,2009,0.183
FIN,Finland,2009,0.012
FIN,Finland,2009,43.284
FIN,Finland,2009,100.0
FIN,Finland,2009,0.809
FIN,Finland,2009,79.11
FIN,Finland,2009,0.042
FIN,Finland,2009,80.819
FIN,Finland,2009,6.471
FIN,Finland,2009,100.0
FIN,Finland,2009,13.295
FIN,Finland,2009,0.29
FIN,Finland,2009,71.983
FIN,Finland,2009,701.449
FIN,Finland,2009,8.401
FIN,Finland,2009,33.312
FIN,Finland,2009,0.294
FIN,Finland,2009,7.215
FIN,Finland,2009,0.069
FIN,Finland,2009,20.802
FIN,Finland,2009,0.377
FIN,Finland,2009,0.386
FIN,Finland,2010,5.36
FIN,Finland,2010,0.019
FIN,Finland,2010,79.526
FIN,Finland,2010,0.023
FIN,Finland,2010,24.371
FIN,Finland,2010,91.188
FIN,Finland,2010,287.055
FIN,Finland,2010,9.673
FIN,Finland,2010,100.0
FIN,Finland,2010,0.07
FIN,Finland,2010,459.991
