code,country,year,med_tech_availability_p_mil_ppl
DEU,Germany,2008,16.73
DEU,Germany,2008,7.23
DEU,Germany,2008,14.88
DEU,Germany,2008,4.69
DEU,Germany,2008,14.42
DEU,Germany,2008,31.15
DEU,Germany,2008,23.6
DEU,Germany,2009,1412.0
DEU,Germany,2009,390.0
DEU,Germany,2009,2559.0
DEU,Germany,2009,1147.0
DEU,Germany,2009,1284.0
DEU,Germany,2009,595.0
DEU,Germany,2009,776.0
DEU,Germany,2009,97.0
DEU,Germany,2009,2060.0
DEU,Germany,2009,9.47
DEU,Germany,2009,1.18
DEU,Germany,2009,17.24
DEU,Germany,2009,7.26
DEU,Germany,2009,15.68
DEU,Germany,2009,4.76
DEU,Germany,2009,14.0
DEU,Germany,2009,31.24
DEU,Germany,2009,25.15
DEU,Germany,2010,1450.0
DEU,Germany,2010,2211.0
DEU,Germany,2010,408.0
DEU,Germany,2010,2643.0
DEU,Germany,2010,1193.0
DEU,Germany,2010,1369.0
DEU,Germany,2010,580.0
DEU,Germany,2010,842.0
DEU,Germany,2010,112.0
DEU,Germany,2010,10.3
DEU,Germany,2010,1.37
DEU,Germany,2010,17.73
DEU,Germany,2010,7.09
DEU,Germany,2010,16.74
DEU,Germany,2010,4.99
DEU,Germany,2010,14.59
DEU,Germany,2010,32.32
DEU,Germany,2010,27.04
DEU,Germany,2011,1489.0
DEU,Germany,2011,2317.0
DEU,Germany,2011,573.0
DEU,Germany,2011,403.0
DEU,Germany,2011,2688.0
DEU,Germany,2011,1199.0
DEU,Germany,2011,1441.0
DEU,Germany,2011,876.0
DEU,Germany,2011,120.0
DEU,Germany,2011,10.91
DEU,Germany,2011,1.49
DEU,Germany,2011,18.55
DEU,Germany,2011,7.14
DEU,Germany,2011,17.95
DEU,Germany,2011,5.02
DEU,Germany,2011,14.94
DEU,Germany,2011,33.48
DEU,Germany,2011,28.86
DEU,Germany,2012,1497.0
DEU,Germany,2012,2305.0
DEU,Germany,2012,543.0
DEU,Germany,2012,403.0
DEU,Germany,2012,2735.0
DEU,Germany,2012,1238.0
DEU,Germany,2012,1397.0
DEU,Germany,2012,908.0
DEU,Germany,2012,126.0
DEU,Germany,2012,11.29
DEU,Germany,2012,1.57
DEU,Germany,2012,18.61
DEU,Germany,2012,6.75
DEU,Germany,2012,17.37
DEU,Germany,2012,5.01
DEU,Germany,2012,15.39
DEU,Germany,2012,34.01
DEU,Germany,2012,28.66
DEU,Germany,2013,1510.0
DEU,Germany,2013,2332.0
DEU,Germany,2013,542.0
DEU,Germany,2013,410.0
DEU,Germany,2013,2719.0
DEU,Germany,2013,1209.0
DEU,Germany,2013,1397.0
DEU,Germany,2013,935.0
DEU,Germany,2013,128.0
DEU,Germany,2013,11.59
DEU,Germany,2013,1.59
DEU,Germany,2013,18.72
DEU,Germany,2013,6.72
DEU,Germany,2013,17.32
DEU,Germany,2013,5.08
DEU,Germany,2013,14.99
DEU,Germany,2013,33.72
DEU,Germany,2013,28.92
DEU,Germany,2014,1521.0
DEU,Germany,2014,2470.0
DEU,Germany,2014,551.0
DEU,Germany,2014,425.0
DEU,Germany,2014,2862.0
DEU,Germany,2014,1341.0
DEU,Germany,2014,1530.0
DEU,Germany,2014,940.0
DEU,Germany,2014,125.0
DEU,Germany,2014,11.61
DEU,Germany,2014,1.54
DEU,Germany,2014,18.78
DEU,Germany,2014,6.8
DEU,Germany,2014,18.89
DEU,Germany,2014,5.25
DEU,Germany,2014,16.56
DEU,Germany,2014,35.34
DEU,Germany,2014,30.5
DEU,Germany,2015,1541.0
DEU,Germany,2015,2747.0
DEU,Germany,2015,550.0
DEU,Germany,2015,424.0
DEU,Germany,2015,2866.0
DEU,Germany,2015,1325.0
DEU,Germany,2015,1782.0
DEU,Germany,2015,965.0
DEU,Germany,2015,125.0
DEU,Germany,2015,11.81
DEU,Germany,2015,1.53
DEU,Germany,2015,18.86
DEU,Germany,2015,6.73
DEU,Germany,2015,21.81
DEU,Germany,2015,5.19
DEU,Germany,2015,16.22
DEU,Germany,2015,35.09
DEU,Germany,2015,33.63
DEU,Germany,2016,2840.0
DEU,Germany,2016,535.0
DEU,Germany,2016,424.0
DEU,Germany,2016,2896.0
DEU,Germany,2016,1324.0
DEU,Germany,2016,1841.0
DEU,Germany,2016,1572.0
DEU,Germany,2016,999.0
DEU,Germany,2016,125.0
DEU,Germany,2016,12.13
DEU,Germany,2016,1.52
DEU,Germany,2016,19.09
DEU,Germany,2016,6.5
DEU,Germany,2016,22.36
DEU,Germany,2016,5.15
DEU,Germany,2016,16.08
DEU,Germany,2016,35.17
DEU,Germany,2016,34.49
DEU,Germany,2017,2869.0
DEU,Germany,2017,518.0
DEU,Germany,2017,422.0
DEU,Germany,2017,2904.0
DEU,Germany,2017,1320.0
DEU,Germany,2017,1845.0
DEU,Germany,2017,1584.0
DEU,Germany,2017,1024.0
DEU,Germany,2017,126.0
DEU,Germany,2017,12.39
DEU,Germany,2017,1.52
DEU,Germany,2017,19.16
DEU,Germany,2017,6.27
DEU,Germany,2017,22.32
DEU,Germany,2017,5.11
DEU,Germany,2017,15.97
DEU,Germany,2017,35.13
DEU,Germany,2017,34.71
DEU,Germany,2018,343.0
DEU,Germany,2018,2858.0
DEU,Germany,2018,478.0
DEU,Germany,2018,421.0
DEU,Germany,2018,2929.0
DEU,Germany,2018,1358.0
DEU,Germany,2018,1841.0
DEU,Germany,2018,1571.0
DEU,Germany,2018,1017.0
DEU,Germany,2018,123.0
DEU,Germany,2018,12.27
DEU,Germany,2018,1.48
DEU,Germany,2018,18.95
DEU,Germany,2018,5.77
DEU,Germany,2018,4.14
DEU,Germany,2018,22.21
DEU,Germany,2018,5.08
DEU,Germany,2018,16.38
DEU,Germany,2018,35.33
DEU,Germany,2018,34.47
DEU,Germany,2019,387.0
DEU,Germany,2019,2884.0
DEU,Germany,2019,482.0
DEU,Germany,2019,386.0
DEU,Germany,2019,2930.0
DEU,Germany,2019,1370.0
DEU,Germany,2019,1840.0
DEU,Germany,2019,1560.0
DEU,Germany,2019,1044.0
DEU,Germany,2019,102.0
DEU,Germany,2019,12.56
DEU,Germany,2019,4.66
DEU,Germany,2019,1.23
DEU,Germany,2019,18.77
DEU,Germany,2019,5.8
DEU,Germany,2019,22.14
DEU,Germany,2019,4.65
DEU,Germany,2019,16.49
DEU,Germany,2019,35.26
DEU,Germany,2019,34.71
DNK,Denmark,2000,29.0
DNK,Denmark,2000,29.0
DNK,Denmark,2000,0.0
DNK,Denmark,2000,0.0
DNK,Denmark,2000,0.0
DNK,Denmark,2000,61.0
DNK,Denmark,2000,29.0
DNK,Denmark,2000,61.0
DNK,Denmark,2000,0.0
DNK,Denmark,2000,29.0
DNK,Denmark,2000,0.0
DNK,Denmark,2000,0.0
DNK,Denmark,2000,0.0
DNK,Denmark,2000,11.43
DNK,Denmark,2000,5.43
DNK,Denmark,2000,5.43
DNK,Denmark,2000,0.0
DNK,Denmark,2000,0.0
DNK,Denmark,2000,11.43
DNK,Denmark,2000,5.43
DNK,Denmark,2000,5.43
DNK,Denmark,2000,0.0
DNK,Denmark,2001,29.0
DNK,Denmark,2001,0.0
DNK,Denmark,2001,0.0
DNK,Denmark,2001,0.0
DNK,Denmark,2001,0.0
DNK,Denmark,2001,71.0
DNK,Denmark,2001,29.0
DNK,Denmark,2001,71.0
DNK,Denmark,2001,0.0
DNK,Denmark,2001,0.0
DNK,Denmark,2001,0.0
DNK,Denmark,2001,13.26
DNK,Denmark,2001,5.42
DNK,Denmark,2001,0.0
DNK,Denmark,2001,0.0
DNK,Denmark,2001,13.26
DNK,Denmark,2001,5.42
DNK,Denmark,2001,0.0
DNK,Denmark,2002,32.0
DNK,Denmark,2002,46.0
DNK,Denmark,2002,0.0
DNK,Denmark,2002,0.0
DNK,Denmark,2002,0.0
DNK,Denmark,2002,0.0
DNK,Denmark,2002,74.0
DNK,Denmark,2002,32.0
DNK,Denmark,2002,74.0
DNK,Denmark,2002,0.0
DNK,Denmark,2002,46.0
DNK,Denmark,2002,0.0
DNK,Denmark,2002,0.0
DNK,Denmark,2002,13.77
DNK,Denmark,2002,5.95
DNK,Denmark,2002,8.56
DNK,Denmark,2002,0.0
DNK,Denmark,2002,13.77
DNK,Denmark,2002,5.95
DNK,Denmark,2002,0.0
DNK,Denmark,2002,8.56
DNK,Denmark,2002,0.0
DNK,Denmark,2003,34.0
DNK,Denmark,2003,49.0
DNK,Denmark,2003,0.0
DNK,Denmark,2003,0.0
DNK,Denmark,2003,0.0
DNK,Denmark,2003,0.0
DNK,Denmark,2003,78.0
DNK,Denmark,2003,34.0
DNK,Denmark,2003,78.0
DNK,Denmark,2003,0.0
DNK,Denmark,2003,49.0
DNK,Denmark,2003,0.0
DNK,Denmark,2003,0.0
DNK,Denmark,2003,14.48
DNK,Denmark,2003,6.31
DNK,Denmark,2003,9.1
DNK,Denmark,2003,0.0
DNK,Denmark,2003,14.48
DNK,Denmark,2003,6.31
DNK,Denmark,2003,0.0
DNK,Denmark,2003,9.1
DNK,Denmark,2003,0.0
DNK,Denmark,2004,10.0
DNK,Denmark,2004,32.0
DNK,Denmark,2004,55.0
DNK,Denmark,2004,0.0
DNK,Denmark,2004,0.0
DNK,Denmark,2004,0.0
DNK,Denmark,2004,0.0
DNK,Denmark,2004,78.0
DNK,Denmark,2004,32.0
DNK,Denmark,2004,78.0
DNK,Denmark,2004,0.0
DNK,Denmark,2004,55.0
DNK,Denmark,2004,88.0
DNK,Denmark,2004,88.0
DNK,Denmark,2004,10.0
DNK,Denmark,2004,0.0
DNK,Denmark,2004,0.0
DNK,Denmark,2004,14.44
DNK,Denmark,2004,16.29
DNK,Denmark,2004,1.85
DNK,Denmark,2004,5.92
DNK,Denmark,2004,10.18
DNK,Denmark,2004,0.0
DNK,Denmark,2004,14.44
DNK,Denmark,2004,5.92
DNK,Denmark,2004,1.85
DNK,Denmark,2004,0.0
DNK,Denmark,2004,16.29
DNK,Denmark,2004,10.18
DNK,Denmark,2004,0.0
DNK,Denmark,2005,22.0
DNK,Denmark,2005,54.0
DNK,Denmark,2005,36.0
DNK,Denmark,2005,13.0
DNK,Denmark,2005,0.0
DNK,Denmark,2005,0.0
DNK,Denmark,2005,0.0
DNK,Denmark,2005,41.0
DNK,Denmark,2005,76.0
DNK,Denmark,2005,36.0
DNK,Denmark,2005,76.0
DNK,Denmark,2005,0.0
DNK,Denmark,2005,81.0
DNK,Denmark,2005,81.0
DNK,Denmark,2005,22.0
DNK,Denmark,2005,0.0
DNK,Denmark,2005,0.0
DNK,Denmark,2005,14.03
DNK,Denmark,2005,14.96
DNK,Denmark,2005,4.06
DNK,Denmark,2005,6.65
DNK,Denmark,2005,7.57
DNK,Denmark,2005,14.03
DNK,Denmark,2005,6.65
DNK,Denmark,2005,4.06
DNK,Denmark,2005,0.0
DNK,Denmark,2005,14.96
DNK,Denmark,2005,9.97
DNK,Denmark,2005,2.4
DNK,Denmark,2005,0.0
DNK,Denmark,2006,22.0
DNK,Denmark,2006,57.0
DNK,Denmark,2006,42.0
DNK,Denmark,2006,14.0
DNK,Denmark,2006,0.0
DNK,Denmark,2006,0.0
DNK,Denmark,2006,0.0
DNK,Denmark,2006,43.0
DNK,Denmark,2006,86.0
DNK,Denmark,2006,42.0
DNK,Denmark,2006,86.0
DNK,Denmark,2006,0.0
DNK,Denmark,2006,80.0
DNK,Denmark,2006,80.0
DNK,Denmark,2006,22.0
DNK,Denmark,2006,0.0
DNK,Denmark,2006,15.82
DNK,Denmark,2006,14.72
DNK,Denmark,2006,4.05
DNK,Denmark,2006,7.73
DNK,Denmark,2006,0.0
DNK,Denmark,2006,7.91
DNK,Denmark,2006,15.82
DNK,Denmark,2006,7.73
DNK,Denmark,2006,4.05
DNK,Denmark,2006,0.0
DNK,Denmark,2006,14.72
DNK,Denmark,2006,10.49
DNK,Denmark,2006,2.58
DNK,Denmark,2006,0.0
DNK,Denmark,2007,21.0
DNK,Denmark,2007,59.0
DNK,Denmark,2007,43.0
DNK,Denmark,2007,14.0
DNK,Denmark,2007,0.0
DNK,Denmark,2007,0.0
DNK,Denmark,2007,0.0
DNK,Denmark,2007,45.0
DNK,Denmark,2007,101.0
DNK,Denmark,2007,43.0
DNK,Denmark,2007,101.0
DNK,Denmark,2007,0.0
DNK,Denmark,2007,87.0
DNK,Denmark,2007,87.0
DNK,Denmark,2007,21.0
DNK,Denmark,2007,0.0
DNK,Denmark,2007,18.51
DNK,Denmark,2007,15.94
DNK,Denmark,2007,3.85
DNK,Denmark,2007,7.88
DNK,Denmark,2007,0.0
DNK,Denmark,2007,8.25
DNK,Denmark,2007,18.51
DNK,Denmark,2007,7.88
DNK,Denmark,2007,3.85
DNK,Denmark,2007,0.0
DNK,Denmark,2007,15.94
DNK,Denmark,2007,10.81
DNK,Denmark,2007,2.57
DNK,Denmark,2007,0.0
DNK,Denmark,2008,25.0
DNK,Denmark,2008,79.0
DNK,Denmark,2008,64.0
DNK,Denmark,2008,15.0
DNK,Denmark,2008,1.0
DNK,Denmark,2008,0.0
DNK,Denmark,2008,0.0
DNK,Denmark,2008,64.0
DNK,Denmark,2008,118.0
DNK,Denmark,2008,64.0
DNK,Denmark,2008,117.0
DNK,Denmark,2008,0.0
DNK,Denmark,2008,91.0
DNK,Denmark,2008,91.0
DNK,Denmark,2008,25.0
DNK,Denmark,2008,0.0
DNK,Denmark,2008,21.32
DNK,Denmark,2008,16.58
DNK,Denmark,2008,4.55
DNK,Denmark,2008,11.66
DNK,Denmark,2008,0.18
DNK,Denmark,2008,11.66
DNK,Denmark,2008,21.5
DNK,Denmark,2008,11.66
DNK,Denmark,2008,4.55
DNK,Denmark,2008,0.0
DNK,Denmark,2008,16.58
DNK,Denmark,2008,14.39
DNK,Denmark,2008,2.73
DNK,Denmark,2008,0.0
DNK,Denmark,2009,31.0
DNK,Denmark,2009,94.0
DNK,Denmark,2009,70.0
DNK,Denmark,2009,16.0
DNK,Denmark,2009,85.0
DNK,Denmark,2009,1.0
DNK,Denmark,2009,0.0
DNK,Denmark,2009,0.0
DNK,Denmark,2009,0.0
DNK,Denmark,2009,78.0
DNK,Denmark,2009,131.0
DNK,Denmark,2009,70.0
DNK,Denmark,2009,130.0
DNK,Denmark,2009,0.0
DNK,Denmark,2009,85.0
DNK,Denmark,2009,92.0
DNK,Denmark,2009,92.0
DNK,Denmark,2009,31.0
DNK,Denmark,2009,0.0
DNK,Denmark,2009,23.55
DNK,Denmark,2009,16.67
DNK,Denmark,2009,5.62
DNK,Denmark,2009,12.68
DNK,Denmark,2009,15.4
DNK,Denmark,2009,0.0
DNK,Denmark,2009,0.18
DNK,Denmark,2009,14.13
DNK,Denmark,2009,23.74
DNK,Denmark,2009,12.68
DNK,Denmark,2009,5.62
DNK,Denmark,2009,0.0
DNK,Denmark,2009,16.67
DNK,Denmark,2009,17.03
DNK,Denmark,2009,15.4
DNK,Denmark,2009,2.9
DNK,Denmark,2009,0.0
DNK,Denmark,2010,107.0
DNK,Denmark,2010,70.0
DNK,Denmark,2010,16.0
DNK,Denmark,2010,1.0
DNK,Denmark,2010,153.0
DNK,Denmark,2010,0.0
DNK,Denmark,2010,91.0
DNK,Denmark,2010,70.0
DNK,Denmark,2010,152.0
DNK,Denmark,2010,27.42
DNK,Denmark,2010,12.63
DNK,Denmark,2010,0.18
DNK,Denmark,2010,16.41
DNK,Denmark,2010,27.6
DNK,Denmark,2010,12.63
DNK,Denmark,2010,0.0
DNK,Denmark,2010,19.3
DNK,Denmark,2010,2.89
DNK,Denmark,2011,28.0
DNK,Denmark,2011,103.0
DNK,Denmark,2011,72.0
DNK,Denmark,2011,19.0
DNK,Denmark,2011,1.0
DNK,Denmark,2011,163.0
DNK,Denmark,2011,0.0
DNK,Denmark,2011,0.0
DNK,Denmark,2011,84.0
DNK,Denmark,2011,72.0
DNK,Denmark,2011,162.0
DNK,Denmark,2011,0.0
DNK,Denmark,2011,97.0
DNK,Denmark,2011,97.0
DNK,Denmark,2011,28.0
DNK,Denmark,2011,0.0
DNK,Denmark,2011,29.1
DNK,Denmark,2011,17.42
DNK,Denmark,2011,0.0
DNK,Denmark,2011,5.03
DNK,Denmark,2011,12.93
DNK,Denmark,2011,0.18
DNK,Denmark,2011,15.09
DNK,Denmark,2011,29.28
DNK,Denmark,2011,12.93
DNK,Denmark,2011,5.03
DNK,Denmark,2011,0.0
DNK,Denmark,2011,17.42
DNK,Denmark,2011,18.5
DNK,Denmark,2011,3.41
DNK,Denmark,2012,2.0
DNK,Denmark,2012,185.0
DNK,Denmark,2012,183.0
DNK,Denmark,2012,32.75
DNK,Denmark,2012,0.36
DNK,Denmark,2012,33.11
DNK,Denmark,2013,34.0
DNK,Denmark,2013,93.0
DNK,Denmark,2013,75.0
DNK,Denmark,2013,13.0
DNK,Denmark,2013,2.0
DNK,Denmark,2013,0.0
DNK,Denmark,2013,0.0
DNK,Denmark,2013,80.0
DNK,Denmark,2013,75.0
DNK,Denmark,2013,210.0
DNK,Denmark,2013,0.0
DNK,Denmark,2013,94.0
DNK,Denmark,2013,94.0
DNK,Denmark,2013,34.0
DNK,Denmark,2013,212.0
DNK,Denmark,2013,0.0
DNK,Denmark,2013,37.44
DNK,Denmark,2013,16.76
DNK,Denmark,2013,0.0
DNK,Denmark,2013,6.06
DNK,Denmark,2013,13.37
DNK,Denmark,2013,0.36
DNK,Denmark,2013,14.26
DNK,Denmark,2013,37.8
DNK,Denmark,2013,13.37
DNK,Denmark,2013,6.06
DNK,Denmark,2013,0.0
DNK,Denmark,2013,16.76
DNK,Denmark,2013,16.58
DNK,Denmark,2013,2.32
DNK,Denmark,2014,34.0
DNK,Denmark,2014,93.0
DNK,Denmark,2014,75.0
DNK,Denmark,2014,13.0
DNK,Denmark,2014,2.0
DNK,Denmark,2014,0.0
DNK,Denmark,2014,0.0
DNK,Denmark,2014,80.0
DNK,Denmark,2014,75.0
DNK,Denmark,2014,211.0
DNK,Denmark,2014,0.0
DNK,Denmark,2014,93.0
DNK,Denmark,2014,213.0
DNK,Denmark,2014,93.0
DNK,Denmark,2014,34.0
DNK,Denmark,2014,6.03
DNK,Denmark,2014,0.0
DNK,Denmark,2014,37.41
DNK,Denmark,2014,16.49
DNK,Denmark,2014,0.0
DNK,Denmark,2014,6.03
DNK,Denmark,2014,13.3
DNK,Denmark,2014,0.35
DNK,Denmark,2014,14.18
DNK,Denmark,2014,37.77
DNK,Denmark,2014,13.3
DNK,Denmark,2014,0.0
DNK,Denmark,2014,16.49
DNK,Denmark,2014,16.49
DNK,Denmark,2014,2.3
DNK,Denmark,2015,36.0
DNK,Denmark,2015,94.0
DNK,Denmark,2015,78.0
DNK,Denmark,2015,12.0
DNK,Denmark,2015,1.0
DNK,Denmark,2015,0.0
DNK,Denmark,2015,0.0
DNK,Denmark,2015,82.0
DNK,Denmark,2015,78.0
DNK,Denmark,2015,213.0
DNK,Denmark,2015,0.0
DNK,Denmark,2015,94.0
DNK,Denmark,2015,214.0
DNK,Denmark,2015,94.0
DNK,Denmark,2015,36.0
DNK,Denmark,2015,6.34
DNK,Denmark,2015,0.0
DNK,Denmark,2015,37.51
DNK,Denmark,2015,16.56
DNK,Denmark,2015,0.0
DNK,Denmark,2015,6.34
DNK,Denmark,2015,13.74
DNK,Denmark,2015,0.18
DNK,Denmark,2015,14.44
DNK,Denmark,2015,37.69
DNK,Denmark,2015,13.74
DNK,Denmark,2015,0.0
DNK,Denmark,2015,16.56
DNK,Denmark,2015,16.56
DNK,Denmark,2015,2.11
DNK,Denmark,2016,42.0
DNK,Denmark,2016,92.0
DNK,Denmark,2016,77.0
DNK,Denmark,2016,4.0
DNK,Denmark,2016,1.0
DNK,Denmark,2016,0.0
DNK,Denmark,2016,0.0
DNK,Denmark,2016,88.0
DNK,Denmark,2016,77.0
DNK,Denmark,2016,223.0
DNK,Denmark,2016,0.0
DNK,Denmark,2016,94.0
DNK,Denmark,2016,224.0
DNK,Denmark,2016,94.0
DNK,Denmark,2016,42.0
DNK,Denmark,2016,7.34
DNK,Denmark,2016,0.0
DNK,Denmark,2016,38.96
DNK,Denmark,2016,16.42
DNK,Denmark,2016,0.0
DNK,Denmark,2016,7.34
DNK,Denmark,2016,13.45
DNK,Denmark,2016,0.17
DNK,Denmark,2016,15.37
DNK,Denmark,2016,39.13
DNK,Denmark,2016,13.45
DNK,Denmark,2016,0.0
DNK,Denmark,2016,16.42
DNK,Denmark,2016,16.07
DNK,Denmark,2016,0.7
DNK,Denmark,2017,42.0
DNK,Denmark,2017,92.0
DNK,Denmark,2017,73.0
DNK,Denmark,2017,4.0
DNK,Denmark,2017,1.0
DNK,Denmark,2017,0.0
DNK,Denmark,2017,0.0
DNK,Denmark,2017,88.0
DNK,Denmark,2017,73.0
DNK,Denmark,2017,228.0
DNK,Denmark,2017,0.0
DNK,Denmark,2017,94.0
DNK,Denmark,2017,229.0
DNK,Denmark,2017,94.0
DNK,Denmark,2017,42.0
DNK,Denmark,2017,7.29
DNK,Denmark,2017,0.0
DNK,Denmark,2017,16.32
DNK,Denmark,2017,39.58
DNK,Denmark,2017,0.0
DNK,Denmark,2017,7.29
DNK,Denmark,2017,12.67
DNK,Denmark,2017,0.17
DNK,Denmark,2017,15.28
DNK,Denmark,2017,39.75
DNK,Denmark,2017,12.67
DNK,Denmark,2017,0.0
DNK,Denmark,2017,16.32
DNK,Denmark,2017,15.97
DNK,Denmark,2017,0.69
DNK,Denmark,2018,46.0
DNK,Denmark,2018,95.0
DNK,Denmark,2018,70.0
DNK,Denmark,2018,7.0
DNK,Denmark,2018,1.0
DNK,Denmark,2018,0.0
DNK,Denmark,2018,0.0
DNK,Denmark,2018,88.0
DNK,Denmark,2018,70.0
DNK,Denmark,2018,229.0
DNK,Denmark,2018,0.0
DNK,Denmark,2018,88.0
DNK,Denmark,2018,230.0
DNK,Denmark,2018,88.0
DNK,Denmark,2018,46.0
DNK,Denmark,2018,7.94
DNK,Denmark,2018,0.0
DNK,Denmark,2018,15.2
DNK,Denmark,2018,39.55
DNK,Denmark,2018,0.0
DNK,Denmark,2018,7.94
DNK,Denmark,2018,12.09
DNK,Denmark,2018,0.17
DNK,Denmark,2018,15.2
DNK,Denmark,2018,39.72
DNK,Denmark,2018,12.09
DNK,Denmark,2018,0.0
DNK,Denmark,2018,15.2
DNK,Denmark,2018,16.41
DNK,Denmark,2018,1.21
DNK,Denmark,2019,85.0
DNK,Denmark,2019,48.0
DNK,Denmark,2019,88.0
DNK,Denmark,2019,69.0
DNK,Denmark,2019,6.0
DNK,Denmark,2019,2.0
DNK,Denmark,2019,0.0
DNK,Denmark,2019,0.0
DNK,Denmark,2019,82.0
DNK,Denmark,2019,69.0
DNK,Denmark,2019,234.0
DNK,Denmark,2019,0.0
DNK,Denmark,2019,236.0
DNK,Denmark,2019,85.0
DNK,Denmark,2019,48.0
DNK,Denmark,2019,8.26
DNK,Denmark,2019,0.0
DNK,Denmark,2019,14.62
DNK,Denmark,2019,40.25
DNK,Denmark,2019,0.0
DNK,Denmark,2019,8.26
DNK,Denmark,2019,11.87
DNK,Denmark,2019,0.34
DNK,Denmark,2019,14.1
DNK,Denmark,2019,40.59
DNK,Denmark,2019,11.87
DNK,Denmark,2019,0.0
DNK,Denmark,2019,14.62
DNK,Denmark,2019,15.14
DNK,Denmark,2019,1.03
ESP,Spain,2000,149.0
ESP,Spain,2000,483.0
ESP,Spain,2000,213.0
ESP,Spain,2000,194.0
ESP,Spain,2000,5.25
ESP,Spain,2000,11.91
ESP,Spain,2000,3.67
ESP,Spain,2000,4.78
ESP,Spain,2001,153.0
ESP,Spain,2001,505.0
ESP,Spain,2001,209.0
ESP,Spain,2001,231.0
ESP,Spain,2001,5.13
ESP,Spain,2001,12.39
ESP,Spain,2001,3.75
ESP,Spain,2001,5.67
ESP,Spain,2002,151.0
ESP,Spain,2002,530.0
ESP,Spain,2002,210.0
ESP,Spain,2002,256.0
ESP,Spain,2002,5.07
ESP,Spain,2002,12.79
ESP,Spain,2002,3.65
ESP,Spain,2002,6.18
ESP,Spain,2003,159.0
ESP,Spain,2003,544.0
ESP,Spain,2003,420.0
ESP,Spain,2003,216.0
ESP,Spain,2003,306.0
ESP,Spain,2003,9.95
ESP,Spain,2003,5.12
ESP,Spain,2003,12.89
ESP,Spain,2003,3.77
ESP,Spain,2003,7.25
ESP,Spain,2004,566.0
ESP,Spain,2004,435.0
ESP,Spain,2004,168.0
ESP,Spain,2004,221.0
ESP,Spain,2004,328.0
ESP,Spain,2004,10.15
ESP,Spain,2004,5.16
ESP,Spain,2004,13.21
ESP,Spain,2004,3.92
ESP,Spain,2004,7.65
ESP,Spain,2005,586.0
ESP,Spain,2005,181.0
ESP,Spain,2005,232.0
ESP,Spain,2005,349.0
ESP,Spain,2005,5.31
ESP,Spain,2005,13.42
ESP,Spain,2005,4.15
ESP,Spain,2005,7.99
ESP,Spain,2006,611.0
ESP,Spain,2006,412.0
ESP,Spain,2006,189.0
ESP,Spain,2006,261.0
ESP,Spain,2006,386.0
ESP,Spain,2006,25.0
ESP,Spain,2006,9.29
ESP,Spain,2006,5.88
ESP,Spain,2006,0.56
ESP,Spain,2006,13.77
ESP,Spain,2006,4.26
ESP,Spain,2006,8.7
ESP,Spain,2007,654.0
ESP,Spain,2007,481.0
ESP,Spain,2007,200.0
ESP,Spain,2007,278.0
ESP,Spain,2007,417.0
ESP,Spain,2007,32.0
ESP,Spain,2007,10.63
ESP,Spain,2007,6.15
ESP,Spain,2007,0.71
ESP,Spain,2007,14.46
ESP,Spain,2007,4.42
ESP,Spain,2007,9.22
ESP,Spain,2008,677.0
ESP,Spain,2008,492.0
ESP,Spain,2008,179.0
ESP,Spain,2008,285.0
ESP,Spain,2008,438.0
ESP,Spain,2008,37.0
ESP,Spain,2008,10.7
ESP,Spain,2008,6.2
ESP,Spain,2008,0.8
ESP,Spain,2008,14.72
ESP,Spain,2008,3.89
ESP,Spain,2008,9.53
ESP,Spain,2009,693.0
ESP,Spain,2009,508.0
ESP,Spain,2009,183.0
ESP,Spain,2009,289.0
ESP,Spain,2009,459.0
ESP,Spain,2009,46.0
ESP,Spain,2009,10.96
ESP,Spain,2009,6.23
ESP,Spain,2009,0.99
ESP,Spain,2009,14.95
ESP,Spain,2009,3.95
ESP,Spain,2009,9.9
ESP,Spain,2010,580.0
ESP,Spain,2010,27.0
ESP,Spain,2010,98.0
ESP,Spain,2010,743.0
ESP,Spain,2010,59.0
ESP,Spain,2010,558.0
ESP,Spain,2010,9.0
ESP,Spain,2010,280.0
ESP,Spain,2010,13.0
ESP,Spain,2010,653.0
ESP,Spain,2010,196.0
ESP,Spain,2010,90.0
ESP,Spain,2010,253.0
ESP,Spain,2010,394.0
ESP,Spain,2010,205.0
ESP,Spain,2010,678.0
ESP,Spain,2010,164.0
ESP,Spain,2010,46.0
ESP,Spain,2010,12.46
ESP,Spain,2010,3.52
ESP,Spain,2010,5.43
ESP,Spain,2010,14.56
ESP,Spain,2010,0.28
ESP,Spain,2010,4.4
ESP,Spain,2010,0.99
ESP,Spain,2010,14.02
ESP,Spain,2010,0.58
ESP,Spain,2010,6.01
ESP,Spain,2010,0.19
ESP,Spain,2010,4.21
ESP,Spain,2010,1.93
ESP,Spain,2010,15.96
ESP,Spain,2010,8.46
ESP,Spain,2010,2.1
ESP,Spain,2010,1.27
ESP,Spain,2010,11.98
ESP,Spain,2011,595.0
ESP,Spain,2011,26.0
ESP,Spain,2011,107.0
ESP,Spain,2011,778.0
ESP,Spain,2011,63.0
ESP,Spain,2011,643.0
ESP,Spain,2011,10.0
ESP,Spain,2011,286.0
ESP,Spain,2011,11.0
ESP,Spain,2011,682.0
ESP,Spain,2011,210.0
ESP,Spain,2011,96.0
ESP,Spain,2011,260.0
