STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,STATISTICAL_OPERATION,Statistical operation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,HSPA,HSPA,METHODOLOGY,Calculation methodology,TIME_RANGE,Time range,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,AUS,Australia,A,Annual,PMSKCOST,Prescribed medicines skipped due to costs,PT_POP,Percentage of population,Y_GE16,16 years or over,F,Female,BOUNDUCI,Confidence interval upper bound,2010,,15.7,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,AUS,Australia,A,Annual,PMSKCOST,Prescribed medicines skipped due to costs,PT_POP,Percentage of population,Y_GE16,16 years or over,F,Female,BOUNDUCI,Confidence interval upper bound,2012,,11.4,,,,_Z,Not applicable,,,1,One,B,Time series break,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,AUS,Australia,A,Annual,PMSKCOST,Prescribed medicines skipped due to costs,PT_POP,Percentage of population,Y_GE16,16 years or over,F,Female,BOUNDUCI,Confidence interval upper bound,2013,,9.5,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,AUS,Australia,A,Annual,PMSKCOST,Prescribed medicines skipped due to costs,PT_POP,Percentage of population,Y_GE16,16 years or over,F,Female,BOUNDUCI,Confidence interval upper bound,2014,,9.5,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,AUS,Australia,A,Annual,PMSKCOST,Prescribed medicines skipped due to costs,PT_POP,Percentage of population,Y_GE16,16 years or over,F,Female,BOUNDUCI,Confidence interval upper bound,2015,,9.9,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,AUS,Australia,A,Annual,PMSKCOST,Prescribed medicines skipped due to costs,PT_POP,Percentage of population,Y_GE16,16 years or over,F,Female,BOUNDUCI,Confidence interval upper bound,2016,,9.9,,,,_Z,Not applicable,,,1,One,B,Time series break,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,AUS,Australia,A,Annual,PMSKCOST,Prescribed medicines skipped due to costs,PT_POP,Percentage of population,Y_GE16,16 years or over,F,Female,BOUNDUCI,Confidence interval upper bound,2018,,8.9,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,AUS,Australia,A,Annual,PMSKCOST,Prescribed medicines skipped due to costs,PT_POP,Percentage of population,Y_GE16,16 years or over,F,Female,BOUNDUCI,Confidence interval upper bound,2019,,8.2,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,AUS,Australia,A,Annual,PMSKCOST,Prescribed medicines skipped due to costs,PT_POP,Percentage of population,Y_GE16,16 years or over,F,Female,BOUNDUCI,Confidence interval upper bound,2020,,5.6,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,AUS,Australia,A,Annual,PMSKCOST,Prescribed medicines skipped due to costs,PT_POP,Percentage of population,Y_GE16,16 years or over,F,Female,BOUNDUCI,Confidence interval upper bound,2021,,6.8,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,RHPEXCLA,Regular doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,M,Male,BOUNDUCI,Confidence interval upper bound,2008,,71.8,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,RHPEXCLA,Regular doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,M,Male,BOUNDUCI,Confidence interval upper bound,2009,,55.9,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,RHPEXCLA,Regular doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,M,Male,BOUNDUCI,Confidence interval upper bound,2010,,80.7,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,RHPEXCLA,Regular doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,M,Male,BOUNDUCI,Confidence interval upper bound,2011,,80.3,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,RHPEXCLA,Regular doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,M,Male,BOUNDUCI,Confidence interval upper bound,2012,,81.4,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,RHPEXCLA,Regular doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,M,Male,BOUNDUCI,Confidence interval upper bound,2013,,82,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,RHPEXCLA,Regular doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,M,Male,BOUNDUCI,Confidence interval upper bound,2014,,84,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,RHPEXCLA,Regular doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,M,Male,BOUNDUCI,Confidence interval upper bound,2015,,89.1,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,RHPEXCLA,Regular doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,M,Male,BOUNDUCI,Confidence interval upper bound,2016,,78.7,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,RHPEXCLA,Regular doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,M,Male,BOUNDUCI,Confidence interval upper bound,2019,,92.8,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPEXCLA,Regular doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,F,Female,VALUEW,Weighted value,2010,,94.6,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPEXCLA,Regular doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,F,Female,VALUEW,Weighted value,2013,,92.6,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPEXCLA,Regular doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,F,Female,VALUEW,Weighted value,2016,,96,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPEXCLA,Regular doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,F,Female,VALUEW,Weighted value,2017,,96.1,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPEXCLA,Regular doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,F,Female,VALUEW,Weighted value,2018,,95.6,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPEXCLA,Regular doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,F,Female,VALUEW,Weighted value,2019,,95.7,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPEXCLA,Regular doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,F,Female,VALUEW,Weighted value,2020,,95,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPEXCLA,Regular doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,F,Female,VALUEW,Weighted value,2021,,96,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPEXCLA,Regular doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,F,Female,VALUEW,Weighted value,2022,,94.2,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,ISR,Israel,A,Annual,HPRTIPAT,Doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,M,Male,BOUNDLCI,Confidence interval lower bound,2014,,82.3,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,ISR,Israel,A,Annual,HPRTIPAT,Doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,M,Male,BOUNDLCI,Confidence interval lower bound,2016,,86.2,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,ISR,Israel,A,Annual,HPRTIPAT,Doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,M,Male,BOUNDLCI,Confidence interval lower bound,2018,,96.3,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,SVN,Slovenia,A,Annual,HPRGOASK,Doctor giving opportunity to ask questions or raise concerns,PT_PAT,Percentage of patients,Y_GE16,16 years or over,F,Female,BOUNDLCI,Confidence interval lower bound,2019,,84.2,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,SVN,Slovenia,A,Annual,HPRGOASK,Doctor giving opportunity to ask questions or raise concerns,PT_PAT,Percentage of patients,Y_GE16,16 years or over,F,Female,BOUNDLCI,Confidence interval lower bound,2020,,82.2,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,SVN,Slovenia,A,Annual,HPRGOASK,Doctor giving opportunity to ask questions or raise concerns,PT_PAT,Percentage of patients,Y_GE16,16 years or over,F,Female,BOUNDLCI,Confidence interval lower bound,2021,,83,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,BEL,Belgium,A,Annual,HPREXCLA,Doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,F,Female,VALUEW,Weighted value,2013,,97.9,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NOR,Norway,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,2010,,74.6,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NOR,Norway,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,2013,,76.3,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NOR,Norway,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,2016,,75.5,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NOR,Norway,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,2020,,77.4,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,F,Female,VALUEW,Weighted value,2012,,84.1,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,F,Female,VALUEW,Weighted value,2013,,82.7,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,F,Female,VALUEW,Weighted value,2014,,89.1,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,F,Female,VALUEW,Weighted value,2015,,92.7,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,F,Female,VALUEW,Weighted value,2016,,87.4,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,F,Female,VALUEW,Weighted value,2019,,91.1,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,LUX,Luxembourg,A,Annual,RHPIPDEC,Regular doctor involving patients in decisions about care or treatment,PT_PAT,Percentage of patients,Y_GE16,16 years or over,F,Female,BOUNDUCI,Confidence interval upper bound,2010,,97.4,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,AUS,Australia,A,Annual,HPRTIPAT,Doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,BOUNDUCI,Confidence interval upper bound,2012,,87.1,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,AUS,Australia,A,Annual,HPRTIPAT,Doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,BOUNDUCI,Confidence interval upper bound,2013,,90,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,AUS,Australia,A,Annual,HPRTIPAT,Doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,BOUNDUCI,Confidence interval upper bound,2014,,89.2,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,AUS,Australia,A,Annual,HPRTIPAT,Doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,BOUNDUCI,Confidence interval upper bound,2015,,90.8,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,AUS,Australia,A,Annual,HPRTIPAT,Doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,BOUNDUCI,Confidence interval upper bound,2018,,90.9,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,AUS,Australia,A,Annual,HPRTIPAT,Doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,BOUNDUCI,Confidence interval upper bound,2019,,91.3,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,AUS,Australia,A,Annual,HPRTIPAT,Doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,BOUNDUCI,Confidence interval upper bound,2020,,92.3,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,AUS,Australia,A,Annual,HPRTIPAT,Doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,BOUNDUCI,Confidence interval upper bound,2021,,91.2,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,POL,Poland,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,M,Male,BOUNDUCI,Confidence interval upper bound,2010,,67.2,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,POL,Poland,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,M,Male,BOUNDUCI,Confidence interval upper bound,2013,,60.8,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,POL,Poland,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,M,Male,BOUNDUCI,Confidence interval upper bound,2016,,74.6,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,POL,Poland,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,M,Male,BOUNDUCI,Confidence interval upper bound,2020,,69.7,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,LUX,Luxembourg,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,M,Male,BOUNDLCI,Confidence interval lower bound,2010,,94.3,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,USA,United States,A,Annual,RHPGOASK,Regular doctor giving opportunity to ask questions or raise concerns,PT_PAT,Percentage of patients,Y_GE16,16 years or over,F,Female,VALUEW,Weighted value,2010,,87,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,ISR,Israel,A,Annual,HPRGOASK,Doctor giving opportunity to ask questions or raise concerns,PT_PAT,Percentage of patients,Y_GE16,16 years or over,F,Female,BOUNDLCI,Confidence interval lower bound,2014,,90.6,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,ISR,Israel,A,Annual,HPRGOASK,Doctor giving opportunity to ask questions or raise concerns,PT_PAT,Percentage of patients,Y_GE16,16 years or over,F,Female,BOUNDLCI,Confidence interval lower bound,2016,,87.9,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,ISR,Israel,A,Annual,HPRGOASK,Doctor giving opportunity to ask questions or raise concerns,PT_PAT,Percentage of patients,Y_GE16,16 years or over,F,Female,BOUNDLCI,Confidence interval lower bound,2018,,92.7,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,CHE,Switzerland,A,Annual,PMSKCOST,Prescribed medicines skipped due to costs,PT_POP,Percentage of population,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2010,,4,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,CHE,Switzerland,A,Annual,PMSKCOST,Prescribed medicines skipped due to costs,PT_POP,Percentage of population,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2013,,5.5,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,CHE,Switzerland,A,Annual,PMSKCOST,Prescribed medicines skipped due to costs,PT_POP,Percentage of population,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2016,,11.3,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,CHE,Switzerland,A,Annual,PMSKCOST,Prescribed medicines skipped due to costs,PT_POP,Percentage of population,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2020,,9.1,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,ISR,Israel,A,Annual,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",PT_POP,Percentage of population,Y_GE16,16 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,2005,,7.5,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,ISR,Israel,A,Annual,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",PT_POP,Percentage of population,Y_GE16,16 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,2007,,5.7,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,ISR,Israel,A,Annual,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",PT_POP,Percentage of population,Y_GE16,16 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,2009,,7.2,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,ISR,Israel,A,Annual,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",PT_POP,Percentage of population,Y_GE16,16 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,2012,,5.6,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,ISR,Israel,A,Annual,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",PT_POP,Percentage of population,Y_GE16,16 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,2014,,4.6,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,ISR,Israel,A,Annual,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",PT_POP,Percentage of population,Y_GE16,16 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,2016,,2.2,,,,_Z,Not applicable,,,1,One,B,Time series break,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,ISR,Israel,A,Annual,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",PT_POP,Percentage of population,Y_GE16,16 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,2018,,3.2,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,SWE,Sweden,A,Annual,RHPIPDEC,Regular doctor involving patients in decisions about care or treatment,PT_PAT,Percentage of patients,Y_GE16,16 years or over,M,Male,BOUNDUCI,Confidence interval upper bound,2010,,76.7,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,SWE,Sweden,A,Annual,RHPIPDEC,Regular doctor involving patients in decisions about care or treatment,PT_PAT,Percentage of patients,Y_GE16,16 years or over,M,Male,BOUNDUCI,Confidence interval upper bound,2013,,86.3,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
